itemLabel,age
Omar al-Bashir,72
Sirajuddin Hamid Yousuf,63
Tahani Abdalla Attia,47
Al-Jazuli Daf'allah,81
Abdel Rahman Swar al-Dahab,82
Abdel Rahim Mohammed Hussein,66
Sadiq al-Mahdi,81
Ahmed Haroun,52
Babiker Awadalla,99
Salih Mahmoud Osman,59
Abdul Wahid al Nur,48
Daniel Koat Mathews,79
Mubarak al Fadil al Mahdi,66
Mustafa Osman Ismail,61
