itemLabel,age
Ikililou Dhoinine,54
Ali Mroudjaé,77
Ahmed Abdallah Mohamed Sambi,58
Ahmed Abdou,80
Azali Assoumani,57
Bianrifi Tarmidi,16
Haribon Chebani,16
Mohamed Bacar,54
Caabi El-Yachroutu Mohamed,68
Ahmed Ben Cheikh Attoumane,78
Ahmed Ben Said Jaffar,50
Hamada Madi,51
Mohamed Abdoulwahab,57
Mohamed El-Amine Souef,54
Mohamed Said Fazul,56
Moussa Toybou,54
Abdou Soulé Elbak,62
Mtara Maécha,76
Said Hassane Said Hachim,84
Nourdine Bourhane,58
Siti Kassim,55
Bahia Massoundi,40
