itemLabel,age
Abdullah bin Nasser bin Khalifa Al Thani,57
AbdulRahman bin Hamad al-Attiyah,66
Abdullah bin Khalifa Al Thani,57
Tamim bin Hamad Al Thani,36
Abdullah bin Hamad Al Attiyah,64
Hamad bin Khalifa Al Thani,64
Hamad bin Jassim bin Jaber Al Thani,57
Abdullah bin Hamad bin Khalifa Al Thani,28
