itemLabel,age
Isaias Afewerki,70
Osman Saleh Mohammed,68
Mahmoud Ahmed Sherifo,68
Ahmed Baduri,70
Aster Fissehatsion,65
Beraki Ghebreselassie,70
Mariam Osman Sherifay,62
Estifanos Seyoum,69
Haile Woldense,70
Mesfin Hagos,16
Mohamed Maalim Mohamud,63
Ogbe Abraha,68
Semere Russom,73
Woldai Futur,68
Yemane Gebreab,62
Sebhat Ephrem,65
