لإسم,مجال النشاط,الولاية,الهاتف,الفاكس
جمعية الأيادي الرحيمة,خيرية اجتماعية,مدنين,29009149,
جمعية المحافظة القران الكريم بميدون,خيرية اجتماعية,مدنين,,
جمعية الأخوة التونسية الليبية بجرجيس,خيرية اجتماعية,مدنين,96215098,
جمعية الأخوة التونسية الليبية بن قردان,خيرية اجتماعية,مدنين,,
جمعية المنار لصناع الحياة,خيرية اجتماعية,مدنين,98636728,
جمعية المودة,خيرية اجتماعية,مدنين,,
جمعية المودة بني معقل,خيرية اجتماعية,مدنين,,
جمعية البر,خيرية اجتماعية,مدنين,,
جمعية البر والعطاء,خيرية اجتماعية,مدنين,23775594,
جمعية التعاون للعمل الخيري سيدي مخلوف بمدنين,خيرية اجتماعية,مدنين,,
جمعية التعاون والعمل الخيري,خيرية اجتماعية,مدنين,,
جمعية التوازن الأسري الرجالي بمدنين,خيرية اجتماعية,مدنين,,
جمعية التوازن الأسري النسائية بمدنين الشمالية,خيرية اجتماعية,مدنين,0,0
جمعية التوازن الاسري النسائية حومة السوق,خيرية اجتماعية,مدنين,,
جمعية التطور الصحي والثقافي والإجتماعي بجربة,خيرية اجتماعية,مدنين,75650177,75650177
جمعية التقوى أجيم جربة,خيرية اجتماعية,مدنين,,
جمعية الحياة الخيرية,خيرية اجتماعية,مدنين,75693692,75693688
جمعية الخير والبركة بقلالة جربة,خيرية اجتماعية,مدنين,,
"جمعية الخيرية ""البركة"" بمدنين",خيرية اجتماعية,مدنين,25555275,
جمعية الدفاع والإدماج الإجتماعي بمدنين,خيرية اجتماعية,مدنين,0,0
جمعية الجود بجرجيس,خيرية اجتماعية,مدنين,,
جمعية الرحمة مدنين,خيرية اجتماعية,مدنين,0,0
جمعية الرحمة الخيرية مدنين الجنوبية,خيرية اجتماعية,مدنين,0,0
جمعية الرحمة بالماي جربة,خيرية اجتماعية,مدنين,94395273,
جمعية الريحية,خيرية اجتماعية,مدنين,,
جمعية الساعد الثالث,خيرية اجتماعية,مدنين,,
جمعية الزيتونة الخيرية مدنين,خيرية اجتماعية,مدنين,,
جمعية الصقالين الخيرية,خيرية اجتماعية,مدنين,,
جمعية العمل المدني,خيرية اجتماعية,مدنين,0,0
جمعية العاطلين عن العمل والعمال الوقتيين بني خداش,خيرية اجتماعية,مدنين,,
جمعية الغوث جربة ميدون,خيرية اجتماعية,مدنين,23613325,
جمعية الإيثار الخيرية مدنين,خيرية اجتماعية,مدنين,,
جمعية الإحسان للعمل الخيري جرجيس,خيرية اجتماعية,مدنين,,
جمعية الإحسان بنقردان,خيرية اجتماعية,مدنين,75717171,
جمعية الإعلامية و الأنترنات بجرجيس,خيرية اجتماعية,مدنين,,
جمعية الوفاء للإغاثة بتونس,خيرية اجتماعية,مدنين,75693355,75693355
جمعية الوفاء بني خداش,خيرية اجتماعية,مدنين,0,0
جمعية الوفاء والكرامة بمدنين,خيرية اجتماعية,مدنين,,
جمعية النهوض بالعمل الإجتماعي بجربة,خيرية اجتماعية,مدنين,,
جمعية الكرامة للعمل الخيري جربة,خيرية اجتماعية,مدنين,23768236,
جمعية الكرامة بمدنين,خيرية اجتماعية,مدنين,28802340,
جمعية الكرامة والشغل,خيرية اجتماعية,مدنين,21657336,
جمعية اتحاد أصحاب الشهائد العليا للمعطلين عن العمل بسيدي مخلوف,خيرية اجتماعية,مدنين,,
جمعية ابن عباس الخيرية,خيرية اجتماعية,مدنين,,
جمعية استراحة مسن,خيرية اجتماعية,مدنين,,
جمعية بادر للأعمال الخيرية,خيرية اجتماعية,مدنين,,
جمعية تونس الخير مدنين,خيرية اجتماعية,مدنين,,
جمعية تونس الخير بجربة,خيرية اجتماعية,مدنين,,
جمعية تونس خيرية,خيرية اجتماعية,مدنين,,
جمعية ثقافة وتنمية بنقردان,خيرية اجتماعية,مدنين,,
جمعية تكافل,خيرية اجتماعية,مدنين,,
جمعية دار الخير للتنمية والإحاطة الإجتماعية بالشعيبة بني خداش,خيرية اجتماعية,مدنين,,
جمعية دار السبيل جربة,خيرية اجتماعية,مدنين,75674796,0
جمعية جربة للقاصرين عن الحركة العضوية,خيرية اجتماعية,مدنين,0,0
جمعية رحمة للإدماج الإجتماعي,خيرية اجتماعية,مدنين,98212498,75680900
جمعية رحمة بنقردان,خيرية اجتماعية,مدنين,,
جمعية ريح الياسمين,خيرية اجتماعية,مدنين,,
جمعية رسالة للأعمال الخيرية,خيرية اجتماعية,مدنين,,
جمعية رعاية المسنين ببني خداش,خيرية اجتماعية,مدنين,0,0
جمعية رعاية المعوقين بسيدي مخلوف,خيرية اجتماعية,مدنين,,
جمعية رعاية فاقدي السمع حومة السوق,خيرية اجتماعية,مدنين,75650314,75650314
جمعية سبل الخير جربة,خيرية اجتماعية,مدنين,94716274,
جمعية سبيل الخير التونسية,خيرية اجتماعية,مدنين,,
جمعية زهور للأعمال الخيرية بمدنين,خيرية اجتماعية,مدنين,0,0
جمعية سنابل الخير جربة,خيرية اجتماعية,مدنين,97202976,25391013
جمعية صنائع المعروف جرجيس,خيرية اجتماعية,مدنين,,
جمعية عطاء التونسية,خيرية اجتماعية,مدنين,22818989,
جمعية عطاء السواني جربة,خيرية اجتماعية,مدنين,,
جمعية همزات وصل,خيرية اجتماعية,مدنين,,
جمعية إحسان الخيرية بالرويس,خيرية اجتماعية,مدنين,,
جمعية إحسان بجربة,خيرية اجتماعية,مدنين,75620682,
جمعية إغاثة اللاجئين الدنماركية,خيرية اجتماعية,مدنين,,
جمعية نداء الخير,خيرية اجتماعية,مدنين,92570289,
جمعية نسائم الرحمة الخيرية بمدنين,خيرية اجتماعية,مدنين,97995127,
جمعية نور للأعمال الخيرية,خيرية اجتماعية,مدنين,98253709,
جمعية قوافل الأمل بالقطار بني خداش,خيرية اجتماعية,مدنين,98944653,75614295
فرع جرجيس للاتحاد التونسي لاعانة,خيرية اجتماعية,مدنين,75694292,75694292
نادي روتاري بميدون,خيرية اجتماعية,مدنين,0,0
الجمعية المحلية للتنمية بني خداش,تنموية,مدنين,0,0
الجمعية المحلية للإنماء والإصلاح,تنموية,مدنين,52745187,
الجمعية التنموية المحلية بجربة حومة السوق,تنموية,مدنين,0,0
الجمعية التنموية السنابل,تنموية,مدنين,97510396,0
الجمعية التنموية بالمغراوية,تنموية,مدنين,,
الجمعية التنموية بالمؤانسة,تنموية,مدنين,0,0
الجمعية التنموية بالبياز,تنموية,مدنين,,
الجمعية التنموية بشماخ جرجيس,تنموية,مدنين,,
الجمعية التنموية بقصر الحلوف بني خداش,تنموية,مدنين,,
الجمعية التنموية بقصر الجديد بني خداش,تنموية,مدنين,,
الجمعية الجهوية لمنظمة الدفاع عن المستهلك مدنين,تنموية,مدنين,75648335,75648335
الجمعية العامة للإصلاح التنموي,تنموية,مدنين,,
الجمعية النسائية بقلالة,تنموية,مدنين,92589159,
"جمعية ""الرباط"" للتنمية والإدماج الإجتماعي والمهني بمدنين",تنموية,مدنين,0,0
جمعية أمل للتنمية بنقردان,تنموية,مدنين,,
جمعية أمل جرجيس,تنموية,مدنين,,
جمعية أصالة جرجيس,تنموية,مدنين,,
جمعية مسار للتنمية المستديمة بنقردان,تنموية,مدنين,31106106,
جمعية معهد أجيم للتعاون والتنمية,تنموية,مدنين,,
جمعية آفاق للأصالة والتنمية جربة,تنموية,مدنين,,
جمعية آفاق بالفجيج بني خداش مدنين,تنموية,مدنين,,
جمعية أولاد قلالة,تنموية,مدنين,,
جمعية منتدى جربة للتنمية,تنموية,مدنين,,
جمعية المبادرة والإعتماد على الذات,تنموية,مدنين,75650881,75650881
جمعية المرأة من أجل التنمية المستديمة ببنقردان,تنموية,مدنين,,
جمعية الأرض الطيبة (قيم أخلاق حياة),تنموية,مدنين,0,0
جمعية المركز الإستراتيجي للتنمية بمدنين,تنموية,مدنين,99311077,75640550
