center_code,district_code,district_name,region_code,region_name,center_name,center_name_ar,LATITUDE,LONGITUDE
3468,15,Kasserine,1147,Majel Bel Abbès,E.P.EL AMAL  EL MEJEL NORD,م إبتدائية الأمل - الماجل الشمالية,34.79083501,8.55244712
3469,15,Kasserine,1147,Majel Bel Abbès,E.P.HIDAYA  MAJEL NORD,م إبتدائية الهدايــة - الماجل الشمالية,34.81391767,8.556160633
3470,15,Kasserine,1147,Majel Bel Abbès,E.P.BAROUKA EL MAJEL SUD,م إبتدائية بروكة - الماجل الجنوبية,34.58524814,8.605614979
3471,15,Kasserine,1147,Majel Bel Abbès,E.P.MAJEL AKROUT MAJEL SUD,م إبتدائية ماجل عكروت - الماجل الجنوبية,34.71229394,8.65671681
3472,15,Kasserine,1147,Majel Bel Abbès,E.P.NASRIA  MAJEL SUD,م إبتدائية الناصرية - الماجل الجنوبية,34.76562698,8.619846961
3473,15,Kasserine,1147,Majel Bel Abbès,E.P.AYAYCHA,م إبتدائية العيايشة - الماجل الجنوبية,34.73758572,8.776241224
3474,15,Kasserine,1147,Majel Bel Abbès,E.P.SIDI RABEH  EL MEJEL SUD,م إبتدائية سيدي رابح - الماجل الجنوبية,34.71753492,8.576639142
3475,15,Kasserine,1147,Majel Bel Abbès,E.P.OULED MARZOUG OME AKSSABE,م إبتدائية أولاد مرزوق - أم الأقصاب,34.89938292,8.351667896
3476,15,Kasserine,1147,Majel Bel Abbès,E.P.OUM LAGSAB,م إبتدائية أم الأقصاب,34.69567641,8.433297295
3477,15,Kasserine,1147,Majel Bel Abbès,E.P.EL FEKKA OME AKSSABE,م إبتدائية الفكة - أم الأقصاب,34.73376689,8.374284752
3478,15,Kasserine,1147,Majel Bel Abbès,E.P.NAJAH OUM LAKSAB,م إبتدائية النجاح - أم الأقصاب,34.84285381,8.361442736
3479,15,Kasserine,1147,Majel Bel Abbès,E.P.CHOUEIBIA OME AKSSABE,م إبتدائية الشوايبية - أم الأقصاب,34.84655128,8.292798885
3480,15,Kasserine,1147,Majel Bel Abbès,E.P.ESSOUENI OM AKSSABE,م إبتدائية السواني - أم الأقصاب,34.70825102,8.393985128
3481,15,Kasserine,1147,Majel Bel Abbès,E.P.NADHOUR,م إبتدائية الناظور,34.762806,8.710593054
3482,15,Kasserine,1147,Majel Bel Abbès,E.P.ESSEMAILIA NADHOUR,م إبتدائية السماعلية - الناظور,34.74441314,8.654680054
3483,15,Kasserine,1147,Majel Bel Abbès,E.P.HENCHIR OUM ELKHIR,م إبتدائية هنشير أم الخير,34.80203628,8.759669856
3484,15,Kasserine,1147,Majel Bel Abbès,E.P.SOULA,م إبتدائية صولة,34.83232617,8.426556144
3485,15,Kasserine,1147,Majel Bel Abbès,E.P.DHRAA HAMMEM SOULA,م إبتدائية ذراع الحمام - صولة,34.79557739,8.477691097
3486,15,Kasserine,1147,Majel Bel Abbès,E.P.OULED MBAREK SOULA,م إبتدائية أولاد مبارك - صولة,34.8036143,8.377281302
3487,15,Kasserine,1147,Majel Bel Abbès,E.P.EL ABBASIA SOULA,م إبتدائية العباسية - صولة,34.7669439,8.481585794
3488,15,Kasserine,1147,Majel Bel Abbès,E.P.JEDRA,م إبتدائية الجدرة,34.8150615,8.717251056
3489,15,Kasserine,1147,Majel Bel Abbès,E.P.OULED ABBES EL JIDRA,م إبتدائية أولاد عباس - الجدرة,34.82003526,8.637406739
3490,15,Kasserine,1147,Majel Bel Abbès,E.P.MSILA JIDRAA,م إبتدائية المسيلة - الجدرة,34.79575394,8.600331691
3491,16,Sidi Bouzid,1148,Regueb,E.P.IBN MANDHOUR REGUEB,م إبتدائية ابن منظور الرقاب,34.856955,9.786006
3492,16,Sidi Bouzid,1148,Regueb,E.P.IBN ROCHD RGUEB,م إبتدائية ابن رشد الرقاب,34.861854,9.780298
3493,16,Sidi Bouzid,1148,Regueb,E.P.IBN ROCHD 2 RGUEB,م إبتدائية ابن رشد2 - الرقاب,34.863,9.794271
3494,16,Sidi Bouzid,1148,Regueb,E.P.HADJ BOUALI KHCHAM OUEST,م إبتدائية الحاج بوعلي - الخشم الغربية,35.048056,9.974887
3495,16,Sidi Bouzid,1148,Regueb,E.P.SAIDA,م إبتدائية السعيدة,34.964171,9.950667
3496,16,Sidi Bouzid,1148,Regueb,E.P.GHABA ESSOUDA  Saida,م إبتدائية الغابة السوداء - السعيدة الشمالية,35.001983,9.936619
3497,16,Sidi Bouzid,1148,Regueb,E.P.BOUCHIHA 2  ESSaida  Nord,م إبتدائية بوشيحة 2 - السعيدة الشمالية,34.969866,9.815191
3498,16,Sidi Bouzid,1148,Regueb,E.P. KSAR EL HAMMAM EST,م إبتدائية قصر الحمام - قصر الحمام الشرقية,34.852815,9.90492
3499,16,Sidi Bouzid,1148,Regueb,E.P.SIDI AYED KSAR HMEM EST,م إبتدائية سيدي عايد - قصر الحمام الشرقية,34.896519,9.914971
3500,16,Sidi Bouzid,1148,Regueb,E.P.2 MARS 34 KSAR HAMEM EST,م إبتدائية 2مارس 34 - قصر الحمام الشرقية,34.874736,9.857586
3501,16,Sidi Bouzid,1148,Regueb,E.P.BIR CHAREF KOLEB,م إبتدائية  بئر الشارف - قولاب,34.80712,9.755729
3502,16,Sidi Bouzid,1148,Regueb,E.P.BIR NECIB Gouleb,م إبتدائية بئر نصيب - قولاب,34.744844,9.755997
3503,16,Sidi Bouzid,1148,Regueb,E.P.SIDI AMEUR Gouleb,م إبتدائية سيدي عامر - قولاب,34.783094,9.728835
3504,16,Sidi Bouzid,1148,Regueb,E.P.OULED CHABOU Gouleb,م إبتدائية أولاد شابو - قولاب,34.719247,9.761346
3505,16,Sidi Bouzid,1148,Regueb,E.P.ERRADHAA,م إبتدائية الرضاع,34.697503,9.878786
3506,16,Sidi Bouzid,1148,Regueb,E.P.OULED ABDALLAH ERRADHAA,م إبتدائية أولاد عبد الله - الرضاع,34.729905,9.83934
3507,16,Sidi Bouzid,1148,Regueb,E.P.HENCHIR EL KHEDAM REDHAA,م إبتدائية هنشير الخدم - الرضاع,34.673489,9.818181
3508,16,Sidi Bouzid,1148,Regueb,E.P.EL HOUDA ERRADHAA,م إبتدائية الهدى - الرضاع,34.732436,9.895446
3509,16,Sidi Bouzid,1148,Regueb,E.P.OULED BELGACEM RADHAA,م إبتدائية أولاد بلقاسم - الرضاع,35.000328,9.971983
3510,16,Sidi Bouzid,1148,Regueb,E.P.BIR EL GHZAYEL ERRADHAA,م إبتدائية بئر الغزيل - الرضاع,34.708319,9.816418
3511,16,Sidi Bouzid,1148,Regueb,E.P. OULED EL FELEH ERRADHAA,م إبتدائية أولاد الفالح - الرضاع,34.668406,9.860794
3512,16,Sidi Bouzid,1148,Regueb,E.P.GHENIFIDA Boudinar,م إبتدائية قنيفيدة - بودينار,34.893227,9.734687
3513,16,Sidi Bouzid,1148,Regueb,E.P.MOTLEK BODINAR,م إبتدائية المطلق - بودينار,34.918972,9.728402
3514,16,Sidi Bouzid,1148,Regueb,E.P.ZITOUNA Boudinar,م إبتدائية الزيتونة - بودينار,34.886598,9.711766
3515,16,Sidi Bouzid,1148,Regueb,E.P.BOUALLEGUE KSAR HAMEM,م إبتدائية بوعلاق - قصر الحمام الغربية,34.909352,9.788898
3516,16,Sidi Bouzid,1148,Regueb,E.P.SRAYRIA KSAR HAMEM OUEST,م إبتدائية السرائرية - قصر الحمام الغربية,34.943788,9.783732
3517,16,Sidi Bouzid,1148,Regueb,E.P.SABRA KSAR EL HAMM. Ouest,م إبتدائية صبرة - قصر الحمام الغربية,34.89251,9.758617
3518,16,Sidi Bouzid,1148,Regueb,E.P.OULED ABID GOBRAR,م إبتدائية أولاد عبيد - قبرار,34.937825,9.838682
3519,16,Sidi Bouzid,1148,Regueb,E.P.GOBRAR,م إبتدائية قبرار,34.969866,9.815191
3520,16,Sidi Bouzid,1148,Regueb,E.P.IBN KHALDOUN GOBRAR,م إبتدائية ابن خلدون - قبرار,34.919283,9.873343
3521,16,Sidi Bouzid,1148,Regueb,E.P.RIHANA,م إبتدائية ريحانة,34.814378,9.693027
3522,16,Sidi Bouzid,1148,Regueb,E.P.RIHANA NORD,م إبتدائية ريحانة الشمالية,34.814302,9.692953
3523,16,Sidi Bouzid,1148,Regueb,E.P.BIR KHALIFA SEKBA,م إبتدائية بئر خليفة - السكبة,34.787524,9.810741
3524,16,Sidi Bouzid,1148,Regueb,E.P.ESSEKBA,م إبتدائية السكبة,34.783089,9.8855
3525,16,Sidi Bouzid,1148,Regueb,E.P.KHECHEM EL KHEDAM EST,م إبتدائية الخشم - الخشم الشرقية,35.026779,9.979148
3526,16,Sidi Bouzid,1148,Regueb,E.P.BRAHMIA KHCHAM EST,م إبتدائية البراهمية - الخشم الشرقية,35.02514,9.954902
3527,16,Sidi Bouzid,1148,Regueb,E.P.TAHER HADDED  ELKHCHEM EST,م إبتدائية الطاهر الحداد - الخشم الشرقية,35.035903,9.950527
3528,16,Sidi Bouzid,1148,Regueb,E.P.AKARMA SAIDA SUD,م إبتدائية العكارمة - السعيدة الجنوبية,34.937103,9.907953
3529,16,Sidi Bouzid,1148,Regueb,E.P.BOUCHIHA  ESSaida Sud,م إبتدائية بوشيحة - السعيدة الجنوبية,34.96546,9.86857
3530,16,Sidi Bouzid,1148,Regueb,E.P.ESSFAIA SIIDA SUD,م إبتدائية الصفايا - السعيدة الجنوبية,34.987092,9.908282
3531,16,Sidi Bouzid,1148,Regueb,E.P.OULED EL HANI   ESSaida EST,م إبتدائية أولاد الهاني - السعيدة الشرقية,34.897848,9.962065
3532,16,Sidi Bouzid,1148,Regueb,E.P.OULED S. KHELIFA  ESSaida EST,م إبتدائية سيدي خليفة - السعيدة الشرقية,34.922999,9.930735
3533,16,Sidi Bouzid,1148,Regueb,E.P. EL KHRADNIA   ESSaida EST,م إبتدائية الخرادنية - السعيدة الشرقية,34.944137,9.983832
3534,16,Sidi Bouzid,1148,Regueb,E.P.EL H'MAIDIA SAIDA EST,م إبتدائية الحمائدية - السعيدة الشرقية,34.917998,9.976969
3535,16,Sidi Bouzid,1148,Regueb,E.P.OULED SAAD   ESSaida EST,م إبتدائية اولاد سعد - السعيدة الشرقية,34.980149,9.986507
3536,16,Sidi Bouzid,1148,Regueb,E.P.FARCH GHERIB,م إبتدائية فرش غريب,34.802376,9.909437
3537,16,Sidi Bouzid,1148,Regueb,E.P.EL MHAFDHIA Farch Ghrib,م إبتدائية المحافظية - فرش غريب,34.787405,9.927471
3538,16,Sidi Bouzid,1148,Regueb,E.P.OULED AHMED ZINE FR. Ghrib,م إبتدائية أولاد احمد الزين - فرش غريب,34.812384,9.91258
3539,16,Sidi Bouzid,1148,Regueb,E.P.OULED AYOUNI,م إبتدائية أولاد عيوني,34.834176,9.853015
3540,16,Sidi Bouzid,1148,Regueb,E.P.GOUADRIA Ouled AYouni,م إبتدائية القوادرية - أولاد عيوني,34.843156,9.803387
3541,16,Sidi Bouzid,1149,Mezzouna,E.P.MEZZOUNA,م إبتدائية المزونة,34.575725,9.8409876
3542,16,Sidi Bouzid,1149,Mezzouna,E.P.EL AMEL MEZOUNA,م إبتدائية الأمل مزونة,34.570272,9.842894
3543,16,Sidi Bouzid,1149,Mezzouna,E.P.CITE ENNOUR MEZOUNA,م إبتدائية حي النور - المزونة,34.584316,9.8387757
3544,16,Sidi Bouzid,1149,Mezzouna,E.P.TALH EL M'RAGUEB BOU HADMA,م إبتدائية طلح المراقب - بوهدمة,34.401154,9.6107233
3545,16,Sidi Bouzid,1149,Mezzouna,E.P.HADDEJE BOU HADMA,م إبتدائية هداج - بوهدمة,34.431315,9.5400521
3546,16,Sidi Bouzid,1149,Mezzouna,E.P.BOUHEDMA,م إبتدائية بوهدمة,34.441603,9.5851676
3547,16,Sidi Bouzid,1149,Mezzouna,E.P.HADDAJ 2 BOUHADMA,م إبتدائية هداج2 - بوهدمة,34.403041,9.5265295
3548,16,Sidi Bouzid,1149,Mezzouna,E.P.GHRISSE EST  -GHRISSE EAST,م إبتدائية الغريس الشرقية - الغريس الشرقية,34.63261,9.8729788
3549,16,Sidi Bouzid,1149,Mezzouna,E.P.DIAYRIA GHRISSE EST,م إبتدائية الديايرية - الغريس الشرقية,34.604287,9.7900068
3550,16,Sidi Bouzid,1149,Mezzouna,E.P.TALH EL KHOBNA,م إبتدائية طلح الخبنة,34.353726,9.5748481
3551,16,Sidi Bouzid,1149,Mezzouna,E.P.EL GOUARASS EL GHIBNA,م إبتدائية القوارص - الخبنة,34.433789,9.6491601
3552,16,Sidi Bouzid,1149,Mezzouna,E.P.OULED AMOR DAWARA,م إبتدائية أولاد عمر - الدوارة,34.568595,9.7567661
3553,16,Sidi Bouzid,1149,Mezzouna,E.P.OUED EDDAM EL DAWARA,م إبتدائية واد الدم - الدوارة,34.533094,9.7307508
3554,16,Sidi Bouzid,1149,Mezzouna,E.P.GHEDIR REBAYAA  GHAWI,م إبتدائية غدير الربايع - الخوي,34.466938,9.9266496
3555,16,Sidi Bouzid,1149,Mezzouna,E.P.FOUNI  GHAWI,م إبتدائية الفوني - الخوي,34.508294,10.015903
3556,16,Sidi Bouzid,1149,Mezzouna,E.P.HANCHIR EL KHIMA KHWI,م إبتدائية هنشير الخيمة - الخوي,34.570751,9.9285848
3557,16,Sidi Bouzid,1149,Mezzouna,E.P.AHD JADID-O.DLALA,م إبتدائية العهد الجديد -أولاد دلالة - الخوي,34.522372,9.9320641
3558,16,Sidi Bouzid,1149,Mezzouna,E.P.2 MARS 34 MEZOUNA GHAWI,م إبتدائية 2 مارس 34 مزونة - الخوي,34.508121,9.9829485
3559,16,Sidi Bouzid,1149,Mezzouna,E.P.FERJANE BESBES,م إبتدائية فرجان - البسباس,34.479165,9.7727172
3560,16,Sidi Bouzid,1149,Mezzouna,E.P.GUEZGAZIA BESSBESS,م إبتدائية القزقازية - البسباس,34.472725,9.873684
3561,16,Sidi Bouzid,1149,Mezzouna,E.P.BOUA SOD,م إبتدائية البوع - السد,34.480639,9.7182999
3562,16,Sidi Bouzid,1149,Mezzouna,E.P.BOUA 2 ESSED,م إبتدائية البوع 2 - السد,34.482506,9.700728
3563,16,Sidi Bouzid,1149,Mezzouna,E.P.EL FARFAR- SOD,م إبتدائية فرفار - السد,34.452908,9.7382409
3564,16,Sidi Bouzid,1150,Meknassy,E.P.TOUAHRIA JABESS,م إبتدائية الطواهرية - الجباس,34.732904,9.675217
3565,16,Sidi Bouzid,1150,Meknassy,E.P.JABBES,م إبتدائية الجباس,34.709939,9.656819
3566,16,Sidi Bouzid,1150,Meknassy,E.P.KARMA GHRISS OUEST,م إبتدائية الكرمة - الغريس الغربية,34.632846,9.747447
3567,16,Sidi Bouzid,1150,Meknassy,E.P.GHRIS -GHRIS OUEST,م إبتدائية الغريس - الغريس الغربية,34.640907,9.818273
3568,16,Sidi Bouzid,1150,Meknassy,E.P.ENNOUR GHRIS OUEST,م إبتدائية النور - الغريس الغربية,34.665704,9.764269
3569,16,Sidi Bouzid,1150,Meknassy,E.P.MECHACHA MECH,م إبتدائية المشاشة - مش,34.505907,9.504977
3570,16,Sidi Bouzid,1150,Meknassy,E.P.EL MECH,م إبتدائية المش,34.523368,9.541647
3571,16,Sidi Bouzid,1150,Meknassy,E.P.EL MECH OUEST,م إبتدائية المش الغربية,34.513163,9.469589
3572,16,Sidi Bouzid,1150,Meknassy,E.P.AV BOURGUIBA MEKNESSI OUEST,م إبتدائية شارع الحبيب بورقيبة - المكناسي الغربية,34.603498,9.59931
3573,16,Sidi Bouzid,1150,Meknassy,E.P.AVENUE MED ALI-EL ALOUI MEKNASI NORD,م إبتدائية شارع محمد علي العلوي - المكناسي الشمالية,34.603772,9.606248
3574,16,Sidi Bouzid,1150,Meknassy,E.P.K.IBNLOUALID MEKNESSI NOR,م إبتدائية خالد بن الوليد - المكناسي الشمالية,34.602795,9.614309
3575,16,Sidi Bouzid,1150,Meknassy,E.P.CITE TAIEB MHIRI MEKNASI NORD,م إبتدائية حي الطيب المهيري - المكناسي الشمالية,34.608441,9.60462
3576,16,Sidi Bouzid,1150,Meknassy,E.P.ZOUARAA,م إبتدائية الزوارع,34.701536,9.712199
3577,16,Sidi Bouzid,1150,Meknassy,E.P.MABROUKA VILLAGE,م إبتدائية قرية المبروكة,34.643003,9.545181
3578,16,Sidi Bouzid,1150,Meknassy,E.P.EL AYOUN EL MABROUKA,م إبتدائية العيون - المبروكة,34.721203,9.575814
3579,16,Sidi Bouzid,1150,Meknassy,E.P.ENNASR VILLAGE,م إبتدائية قرية النصر,34.578569,9.515004
3580,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.MARKEZ OULED HAFOUZ,م إبتدائية مركز أولاد حفوز,35.081413,9.8656233
3581,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.EL FAOUZ OULED HAFOUZ,م إبتدائية الفوز - أولاد حفوز,35.065536,9.8618854
3582,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.EL AMEL OULED HAFOUZ,م إبتدائية الأمل  - أولاد حفوز,35.078938,9.8459237
3583,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.CITE ALI B HAMED O.HAFFOUZ,م إبتدائية حي علي بن حمد - أولاد حفوز,35.079053,9.8764639
3584,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.DHOUIBET DHOUIBET SUD,م إبتدائية الذويبات - الذويبات الجنوبية,35.090233,9.944
3585,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.IBN SINA DHOUIBET SUD,م إبتدائية ابن سينا - الذويبات الجنوبية,35.092672,9.9746161
3586,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.ERRANZEZ DHOUIBET SUD,م إبتدائية الرنزز - الذويبات الجنوبية,35.067281,9.9557379
3587,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.KHEBINA SIDI KHLIF,م إبتدائية الخبينة - سيدي خليف,35.178525,9.7273004
3588,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.SIDI KHELIF,م إبتدائية سيدي خليف,35.125279,9.8221867
3589,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.GOUAIBIA SIDI KHLIF,م إبتدائية القوائبية - سيدي خليف,35.163396,9.8158229
3590,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.EL GOBA-KHBINA SIDI KHLIF,م إبتدائية القبة - سيدي خليف,35.142399,9.7238834
3591,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.DERBI HNIA,م إبتدائية دربي - الحنية,35.114589,9.7817384
3592,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.HANOUT AISSA KSOUDA,م إبتدائية حانوت عيسى - كسودة,35.116526,9.8794848
3593,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.ARAOUA KSOUDA,م إبتدائية العراوة - كسودة,35.157096,9.9014279
3594,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.ENNAJAH KSOUDA,م إبتدائية النجاح - كسودة,35.150131,9.859406
3595,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.BENI HARRAB Kassouda,م إبتدائية بني هراب - كسودة,35.085882,9.9010168
3596,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.MBARKIA,م إبتدائية المباركية,35.059898,9.8176551
3597,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.EL KHEROUA EL MBARKIA,م إبتدائية الخروع - المباركية,35.037577,9.7728426
3598,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.2 MARS 34 MBARKIA,م إبتدائية 2مارس 34 - المباركية,35.027579,9.8095359
3599,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.CHOUACHNIA,م إبتدائية الشواشنية,35.044661,9.8581399
3600,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.HANIA KM 102 SIDI ELAFI,م.الإبتدائية الحنية كلم 102 سيدي خليف,35.072785,9.7763504
3601,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.MARKEZ HORBIT SIDI LOUF,م.الإبتدائية مركز حربيط   سيدي خليف,35.169259,9.786435
3602,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.BIR Med B.DHOUIB DHOUIBET NORD,م إبتدائية بئر محمد بن ذويب - الذويبات الشمالية,35.17138,9.9593514
3603,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.HADJ MESSAOUD DHOUIBET,م إبتدائية الحاج مسعود - الذويبات الشمالية,35.119951,9.9401785
3604,16,Sidi Bouzid,1151,Ouled Haffouz,E.P.ABEDETT ABEDETT  DHOUBET NORD,م إبتدائية العبدات - الذويبات الشمالية,35.16839,9.9294963
3605,16,Sidi Bouzid,1152,Bir El Hafey,E.P.BIR EL HAFFEY,م إبتدائية بئر الحفي,34.928866,9.1937966
3606,16,Sidi Bouzid,1152,Bir El Hafey,E.P.2 MARS 34  BIR LAHFEY,م إبتدائية  2مارس 34 - بئر الحفي,34.975043,9.2336422
3607,16,Sidi Bouzid,1152,Bir El Hafey,E.P.20 MARS 56 BIR LAHFEY,م إبتدائية  20مارس56 - بئر الحفي,34.938419,9.2036221
3608,16,Sidi Bouzid,1152,Bir El Hafey,E.P.BIR EL HAFY 2,م إبتدائية بئر الحفي 2,34.929417,9.1928515
3609,16,Sidi Bouzid,1152,Bir El Hafey,E.P.EDDACHRA BIR LAHFEY,م إبتدائية ,36.202,12
3610,16,Sidi Bouzid,1152,Bir El Hafey,E.P.OULED KHELIFA MHAMDIA,م إبتدائية أولاد خليفة - المحمدية,34.985451,9.1783804
3611,16,Sidi Bouzid,1152,Bir El Hafey,E.P.ENNOUAIEL ELKSAR,م إبتدائية النوايل - القصر,34.976445,9.268006
3612,16,Sidi Bouzid,1152,Bir El Hafey,E.P.OULED BOUAZIZ KSAR,م إبتدائية أولاد بوعزيز - القصر,34.991041,9.3094211
3613,16,Sidi Bouzid,1152,Bir El Hafey,E.P.AMAMA BIRE AMAMA,م إبتدائية العمامة - بئر عمامة,34.866216,9.3127323
3614,16,Sidi Bouzid,1152,Bir El Hafey,E.P.HENCHIR GRIAAT BIR AMAMA,م إبتدائية هنشير القريعات - بئر عمامة,34.861723,9.2531599
3615,16,Sidi Bouzid,1152,Bir El Hafey,E.P.EL HAMED  BIRE AMAMA,م إبتدائية الحماد - بئر عمامة,34.865333,9.27638
3616,16,Sidi Bouzid,1152,Bir El Hafey,E.P.ENNOUAIEL NEUVE El Mazara,م إبتدائية النوايل الجديدة - المزارة,34.999524,9.2540713
3617,16,Sidi Bouzid,1152,Bir El Hafey,E.P.MZARA,م إبتدائية المزارة,34.980321,9.3354402
3618,16,Sidi Bouzid,1152,Bir El Hafey,E.P.EL ADHLA  EL MAZARA,م إبتدائية العضلة - المزارة,34.956343,9.2679765
3619,16,Sidi Bouzid,1152,Bir El Hafey,E.P. EN'NCAIBIA EL MAZARA,م إبتدائية ,36.202,12
3620,16,Sidi Bouzid,1152,Bir El Hafey,E.P.ESSALAMA,م إبتدائية السلامة,34.828026,9.3745819
3621,16,Sidi Bouzid,1152,Bir El Hafey,E.P.ENNAJAH ELSSALAMA,م إبتدائية النجاح - السلامة,34.822932,9.4024132
3622,16,Sidi Bouzid,1152,Bir El Hafey,E.P.EL KHODMA WERGHA,م إبتدائية الخدمة - ورغة,34.775886,9.289752
3623,16,Sidi Bouzid,1152,Bir El Hafey,E.P.EL AMEL OUERGHA,م إبتدائية الأمل ورغة,34.837647,9.2822641
3624,16,Sidi Bouzid,1152,Bir El Hafey,E.P.GRAOUA 2 OUERGHA,م إبتدائية القراوة 2 - ورغة,34.812729,9.2727505
3625,16,Sidi Bouzid,1152,Bir El Hafey,E.P.RABTA RAHHAL,م إبتدائية الرابطة - رحال,34.777118,9.3450671
3626,16,Sidi Bouzid,1152,Bir El Hafey,E.P.OULED ZIDENE BIR LAHFEY,م إبتدائية أولاد زيدان بئر الحفي - رحال,34.827505,9.3149223
3627,16,Sidi Bouzid,1152,Bir El Hafey,E.P.EL AAHD JEDID RAHAL,م إبتدائية العهد الجديد - رحال,34.781174,9.3224778
3628,16,Sidi Bouzid,1152,Bir El Hafey,E.P.HAFASSA RAHAL,م إبتدائية الحفاصة - رحال,34.775871,9.378992
3629,16,Sidi Bouzid,1152,Bir El Hafey,E.P.EL AMAMA NEUVE BIR BOUSBIIR,م إبتدائية العمامة الجديدة - بئر بوصبيع,34.902724,9.2640266
3630,16,Sidi Bouzid,1152,Bir El Hafey,E.P.OULED SAHEL  BIR BOUSBIA,م إبتدائية أولاد ساهل - بئر بوصبيع,34.920233,9.2595426
3631,16,Sidi Bouzid,1153,Jilma,E.P.FENIDEK JELMA EST,م إبتدائية الفنيدق - جلمة الشرقية,35.324371,9.476758
3632,16,Sidi Bouzid,1153,Jilma,E.P.KH'DHAOURIA JELMA EST,م إبتدائية الخضاورية - جلمة الشرقية,35.325704,9.50567
3633,16,Sidi Bouzid,1153,Jilma,E.P.BEN JOUID JELMA EST,م إبتدائية بنجويد - جلمة الشرقية,35.339826,9.444872
3634,16,Sidi Bouzid,1153,Jilma,E.P.JELMA OUEST,م إبتدائية جلمة - جلمة الغربية,35.270982,9.422465
3635,16,Sidi Bouzid,1153,Jilma,E.P.JELMA NORD JELMA OUEST,م إبتدائية جلمة الشمالية - جلمة الغربية,35.275037,9.420063
3636,16,Sidi Bouzid,1153,Jilma,E.P.GHDIR EL GAIED JELMA OUEST,م إبتدائية غدير القايد - جلمة الغربية,35.316724,9.440702
3637,16,Sidi Bouzid,1153,Jilma,E.P.EL GOUR JELMA OUEST,م إبتدائية القور - جلمة الغربية,35.320181,9.404435
3638,16,Sidi Bouzid,1153,Jilma,E.P.2 MARS 34 JELMA,م إبتدائية  2مارس 34 جلمة - جلمة الغربية,35.259551,9.4040471
3639,16,Sidi Bouzid,1153,Jilma,E.P.OULED ABDALLAH JELMA OUEST,م إبتدائية أولاد عبد الله - جلمة الغربية,35.265576,9.443243
3640,16,Sidi Bouzid,1153,Jilma,E.P.LIZIRGUE NORD EZRIG,م إبتدائية الأزيرق الشمالية - الإزيرق,35.29647,9.334832
3641,16,Sidi Bouzid,1153,Jilma,E.P.LIZIRIGUE SUD LIZIRIGUE,م إبتدائية الأزريق الجنوبية - الإزيرق,35.285179,9.346162
3642,16,Sidi Bouzid,1153,Jilma,E.P.HENCHIR SELTA,م إبتدائية هنشير سلتة,35.334618,9.3415307
3643,16,Sidi Bouzid,1153,Jilma,E.P.AIN JEFFEL SELTA,م إبتدائية عين جفال - سلتة,35.357109,9.252044
3644,16,Sidi Bouzid,1153,Jilma,E.P.ZOGHMAR SELTA,م إبتدائية زغمار - سلتة,35.401619,9.33284
3645,16,Sidi Bouzid,1153,Jilma,E.P.SELTA 2,م إبتدائية سلتة 2,35.367969,9.297927
3646,16,Sidi Bouzid,1153,Jilma,E.P.AIN MADOUR Selta,م إبتدائية عين مدور - سلتة,35.360626,9.231424
3647,16,Sidi Bouzid,1153,Jilma,E.P.MHAFDHIA 14 JANVIER ZOGHMAR,م إبتدائية المحافظية  14 جانفي - زغمار,35.365505,9.3437882
3648,16,Sidi Bouzid,1153,Jilma,E.P. KALLEL JILMA GUEDIR  ezitouna,م إبتدائية قلال جلمة - غدير الزيتونة,35.265576,9.443243
3649,16,Sidi Bouzid,1153,Jilma,E.P.GHEDIR ZITOUNA,م إبتدائية غدير الزيتونة,35.277947,9.5174814
3650,16,Sidi Bouzid,1153,Jilma,E.P.DHISSA BATEN LAGHZEL SUD,م إبتدائية الدهيسة - باطن الغزال الجنوبية,35.392795,9.380355
3651,16,Sidi Bouzid,1153,Jilma,E.P.HAOUIA BATEN GHZLE NORD,م إبتدائية الحوية - باطن الغزال الشمالية,35.455058,9.369644
3652,16,Sidi Bouzid,1153,Jilma,E.P.INTILAKA BATAN EL GHAZEL,م إبتدائية الانطلاقة - باطن الغزال الشمالية,35.442561,9.32301
