center_code,district_code,district_name,region_code,region_name,center_name,center_name_ar,LATITUDE,LONGITUDE
1001,1,Tunis 1,1000,Hraïria,E.P.ZOUHOUR 4 PROLONGEE HRAIRIA,م إبتدائية حي الزهور 4 الممتدّ - الحرائرية,36.793974,10.121875
1002,1,Tunis 1,1000,Hraïria,E.P.2 MARS 34 HRAIRIA 4 -HRAIRIA,م إبتدائية  2مارس 34 الحرايرية 4 - الحرائرية,36.787866,10.123078
1003,1,Tunis 1,1000,Hraïria,E.P.HRAIRIA 3 -HRAIRIA,م إبتدائية الحرايرية 3 - الحرائرية,36.790492,10.121185
1004,1,Tunis 1,1000,Hraïria,E.P.ZOUHOUR 5 PROLONGEE 1,م إبتدائية حي الزهور 5 الممتدّ 1 - الزهور الخامس,36.789193,10.109886
1005,1,Tunis 1,1000,Hraïria,E.P. ALMOUMTAD2 EZZOUHOUR 5,م إبتدائية حي الزهور 5 الممتدّ 2 - الزهور الخامس,36.788784,10.109431
1006,1,Tunis 1,1000,Hraïria,E.P.ZOUHOUR 5-1 -ZOUHOUR 5,م إبتدائية حي الزهور 1/5 - الزهور الخامس,36.792787,10.117346
1007,1,Tunis 1,1000,Hraïria,E.P.OKBA IBN NAFAA 2 -ZHOUR 5,م إبتدائية عقبة ابن نافع 2 الزهور - الزهور الخامس,36.788152,10.10206
1008,1,Tunis 1,1000,Hraïria,E.P.CITE ZOUHOUR 5-2,م إبتدائية حي الزهور 5 / 2 - الزهور الخامس,36.789508,10.106536
1009,1,Tunis 1,1000,Hraïria,E.P.OKBA IBN NAFAA 1,م إبتدائية عقبة ابن نافع 1 - الزهور الخامس,36.787875,10.101569
1010,1,Tunis 1,1000,Hraïria,E.P.MECHTEL 1 -AGBA,م إبتدائية المشتل 1 - العقبة,36.793735,10.096394
1011,1,Tunis 1,1000,Hraïria,E.P.MECHTEL 2 AGBA,م إبتدائية المشتل 2 - العقبة,36.788089,10.100729
1012,1,Tunis 1,1000,Hraïria,E.P.CITE ESSAHA HRAIRIA AGBA SUP,م إبتدائية حي الصحة الحرايرية - العقبة العليا,36.792602,10.087417
1013,1,Tunis 1,1000,Hraïria,E.P.GHEDIR EL GOULLA,م إبتدائية غدير القلة,36.779258,10.053083
1014,1,Tunis 1,1000,Hraïria,E.P.CITE EL ANTIT,م إبتدائية حي العنتيت,36.792787,10.117346
1015,1,Tunis 1,1000,Hraïria,E.P.CITE FOLLA,م إبتدائية حي الفلة,36.7971584,10.10535617
1016,1,Tunis 1,1000,Hraïria,E.P.C. BOUZAIEN EZOUHOUR -TAREK IBN ZIED,م إبتدائية حي بوزيان الزهور - طارق بن زياد,36.795704,10.117796
1017,1,Tunis 1,1000,Hraïria,E.P.18 JANVIER HRAIRIA EZZAHROUNI,م إبتدائية 18جانفي الحرايرية - الزهروني,36.79031,10.118644
1018,1,Tunis 1,1000,Hraïria,E.P.EZZAHROUNI,م إبتدائية الزهروني,36.79302664,10.11637641
1019,1,Tunis 1,1000,Hraïria,E.P.CITE ESSALAMA EZZAHROUNI,م إبتدائية حي السلامة - الزهروني,36.784719,10.115613
1020,1,Tunis 1,1001,Ezzouhour,E.P.Rue ROMARIN CITE EZZOUHOUR 1,م إبتدائية ,36.202,12
1021,1,Tunis 1,1001,Ezzouhour,E.P.ZOUHOUR 4 RUE 4200 -ZOUHOUR 4,م إبتدائية ,36.202,12
1022,1,Tunis 1,1001,Ezzouhour,E.P.AMMARIA RUE 4157 SAADA,م إبتدائية ,36.202,12
1023,1,Tunis 1,1001,Ezzouhour,E.P.SOMRANE RUE 4137,م إبتدائية ,36.202,12
1024,1,Tunis 1,1001,Ezzouhour,E.P.CITE TAYARANE 1  -CITE TAYARANE,م إبتدائية ,36.202,12
1025,1,Tunis 1,1001,Ezzouhour,E.P.CITE TAYARANE 2,م إبتدائية ,36.202,12
1026,1,Tunis 1,1001,Ezzouhour,E.P.CITE TAYARANE 3   -CITE TAYARANE,م إبتدائية ,36.202,12
1027,1,Tunis 1,1001,Ezzouhour,E.P.BACH HAMBA 2,م إبتدائية ,36.202,12
1028,1,Tunis 1,1001,Ezzouhour,E.P.CITE BEN SDIRA BECH HANBA,م إبتدائية ,36.202,12
1029,1,Tunis 1,1002,Séjoumi,E.P.2 MARS 34 MALLASSINE -ALI BELHOUANE,م إبتدائية  2مارس 34 الملاسين - علي البلهوان,36.798096,10.158533
1030,1,Tunis 1,1002,Séjoumi,E.P.EN'NAJEH MALLASSINE,م إبتدائية النجاح الملاسين,36.790653,10.1619
1031,1,Tunis 1,1002,Séjoumi,E.P.BAB KHALED MALLASSINE -ENNAJEH,م إبتدائية باب خالد الملاسين - النجاح,36.792488,10.158698
1032,1,Tunis 1,1003,El Kabaria,E.P.KABARIA  1,م إبتدائية ,36.202,12
1033,1,Tunis 1,1003,El Kabaria,E.P.OUARDIA  2 -KABARIA2,م إبتدائية ,36.202,12
1034,1,Tunis 1,1003,El Kabaria,E.P.OUARDIA  6 -KABARIA3,م إبتدائية ,36.202,12
1035,1,Tunis 1,1003,El Kabaria,E.P.KABARIA  3,م إبتدائية ,36.202,12
1036,1,Tunis 1,1003,El Kabaria,E.P.KABARIA  4,م إبتدائية ,36.202,12
1037,1,Tunis 1,1003,El Kabaria,E.P.KABARIA  5 - KABARIA 4,م إبتدائية ,36.202,12
1038,1,Tunis 1,1003,El Kabaria,E.P. CITE MUNICIPALITE KABARIA 4,م إبتدائية ,36.202,12
1039,1,Tunis 1,1003,El Kabaria,E.P.CITE ENNOUR 1 CITE ENNOUR,م إبتدائية ,36.202,12
1040,1,Tunis 1,1003,El Kabaria,E.P.CITE ENNOUR 2 -CITE ENNOUR,م إبتدائية ,36.202,12
1041,1,Tunis 1,1003,El Kabaria,E.P.IBN SINA 1,م إبتدائية ,36.202,12
1042,1,Tunis 1,1003,El Kabaria,E.P.IBN SINA 2 - IBN SINA 1,م إبتدائية ,36.202,12
1043,1,Tunis 1,1003,El Kabaria,E.P.EL IMTIEZ IBN SINA 6-1,م إبتدائية ,36.202,12
1044,1,Tunis 1,1003,El Kabaria,E.P.MED ElMESADI(IBN SINA 6-2),م إبتدائية ,36.202,12
1045,1,Tunis 1,1003,El Kabaria,E.P.IBN SINA 6/3 -IBN SINA 2,م إبتدائية ,36.202,12
1046,1,Tunis 1,1003,El Kabaria,E.P.EN'NAJMA EZAHRA IBNSINA2,م إبتدائية ,36.202,12
1047,1,Tunis 1,1003,El Kabaria,E.P.MOUROUJE 2 IBN KHALDOUN,م إبتدائية ,36.202,12
1048,1,Tunis 1,1003,El Kabaria,E.P.MOUROUJE 2 -EL GHAZALI,م إبتدائية ,36.202,12
1049,1,Tunis 1,1003,El Kabaria,E.P.EL HANA EL MOUROUJ 2,م إبتدائية ,36.202,12
1050,1,Tunis 1,1004,Médina,E.P.7 RUE DOCTEUR CASSAR,م إبتدائية نهج الحكيم كسار - الحفصية,36.80274,10.1699
1051,1,Tunis 1,1004,Médina,E.P.RUE EL MARR BEB MNARA,م إبتدائية ,36.202,12
1052,1,Tunis 1,1004,Médina,E.P.PLACE LEADER -BAB MNARA,م إبتدائية ساحة معقل الزعيم - باب منارة,36.79269,10.164906
1053,1,Tunis 1,1004,Médina,E.P.BAB JEDID -TOURBIT ELBEY,م إبتدائية باب الجديد - تربة الباي,36.79216,10.173194
1054,1,Tunis 1,1004,Médina,E.P.RUE KOTTAB LOUZIR -SIDI ALI AZOUZ,م إبتدائية نهج كتاب الوزير - سيدي علي عزوز,36.796852,10.174021
1055,1,Tunis 1,1004,Médina,E.P.SADIKI RUE SINAN PACHA TAOUFIK,م إبتدائية الصادقية نهج سنان باشا - التوفيق,36.798828,10.166001
1056,1,Tunis 1,1005,El Ouardia,E.P.EL WAFA RUE SALAH MALKI -OUARDIA,م إبتدائية الوفاء نهج صالح المالقي - الوردية,36.769611,10.179261
1057,1,Tunis 1,1005,El Ouardia,E.P.RUE KHARROUBA -HABIB BOUGATFA,م إبتدائية بالفي نهج الخروبة - الحبيب بو قطفة,36.776845,10.1915
1058,1,Tunis 1,1005,El Ouardia,E.P.CITE IZDIHAR -OURDIA,م إبتدائية حي الازدهار الوردية,36.770372,10.182757
1059,1,Tunis 1,1005,El Ouardia,E.P.2 MARS MONFOCON LA CANIA -IZDIHAR,م إبتدائية  2مارس لاكانيا - الازدهار,36.772516,10.181368
1060,1,Tunis 1,1005,El Ouardia,E.P.EL OUARDIA 1 -CITE MOHAMED ALI,م إبتدائية الوردية 1 - حي محمّد علي,36.767717,10.185852
1061,1,Tunis 1,1005,El Ouardia,E.P.CITE MED ALI,م إبتدائية حي محمد علي الوردية,36.767169,10.189645
1062,1,Tunis 1,1005,El Ouardia,E.P.RUE DE LA SOMME -SIDIBELHASSEN,م إبتدائية نهج لاصوم - سيدي بالحسن,36.778803,10.188725
1063,1,Tunis 1,1006,Bab El Bhar,E.P.RUE CHARLES DE GAULLE Bab Bhar,م إبتدائية نهج شارل ديقول - باب  بحر,36.794697,10.178131
1064,1,Tunis 1,1006,Bab El Bhar,E.P.17 RUE DE RUSSIE,م إبتدائية نهج روسيا عدد17 - باب  بحر,36.794551,10.17733961
1065,1,Tunis 1,1006,Bab El Bhar,E.P.16 RUE DE RUSSIE -BAB BHAR,م إبتدائية  16نهج روسيا - باب  بحر,36.79524883,10.17729156
1066,1,Tunis 1,1006,Bab El Bhar,E.P.18 RUE DE L'INDE -LES JARDINS,م إبتدائية 18نهج الهند - الحدائق,36.811464,10.18236
1067,1,Tunis 1,1006,Bab El Bhar,E.P.80 RUE ABED RAZEK CHRAIBI LAC TUNIS,م إبتدائية  80نهج عبد الرزاق الشرايبي - بحيرة تونس,36.79533573,10.18627077
1068,1,Tunis 1,1006,Bab El Bhar,E.P.29 RUE DE MARSEILLE,م إبتدائية  29نهج مرسيليا - الحبيب ثامر,36.803462,10.181684
1069,1,Tunis 1,1006,Bab El Bhar,"E.P.12,RUE ALI JELILI -HEDI CHAKER",م إبتدائية ,36.202,12
1070,1,Tunis 1,1006,Bab El Bhar,E.P.16 RUE EL IDRISSI -SIDI ELBAHRI,م إبتدائية ,36.202,12
1071,1,Tunis 1,1007,Bab Souika,E.P.3 RUE KELIBIA -BAB KHADRA,م إبتدائية  3نهج قليبية - باب الخضراء,36.81141002,10.17304701
1072,1,Tunis 1,1007,Bab Souika,E.P.RUE DES ARCS BEB SAADOUN,م إبتدائية نهج الأقواس - باب سعدون,36.806136,10.163182
1073,1,Tunis 1,1007,Bab Souika,E.P.SIDI ALOUI -EL HALFAOUINE,م إبتدائية  ساحة سيدي العلوي - الحلفاوين,36.80778845,10.16497578
1074,1,Tunis 1,1007,Bab Souika,E.P.55 RUE BAB SOUIKA,م إبتدائية  55نهج باب سويقة,36.80547818,10.17032454
1075,1,Tunis 1,1008,Djebel Jelloud,E.P. C. THAMER JBEL JLOUD -SIDIFATHALLAH,م إبتدائية حي ثامر جبل الجلود - سيدي فتح الله,36.759691,10.21179
1076,1,Tunis 1,1008,Djebel Jelloud,E.P.RUE H-LIF J JELOUD,م إبتدائية نهج حمام الأنف جبل الجلود - باش حامبة,36.764689,10.20398
1077,1,Tunis 1,1008,Djebel Jelloud,E.P. R. PHILIPE VILLE JBELJLOUD -B.HAMBA,م إبتدائية نهج فليب فيل جبل الجلود - باش حامبة,36.770115,10.197978
1078,1,Tunis 1,1008,Djebel Jelloud,E.P.ROUTE LACAGNA JBEL JLOUD -ELGARJOUMA,م إبتدائية طريق لاكانيا جبل الجلود - القرجومة,36.766994,10.195197
1079,1,Tunis 1,1008,Djebel Jelloud,E.P.SIDI FATHALLAH 1 -CITE ELFATEH,م إبتدائية سيدي فتح الله 1 - حي الفتح,36.764706,10.204458
1080,1,Tunis 1,1008,Djebel Jelloud,E.P.SIDIFATHALLA2 JBEL JLOUD -C. ELFATEH,م إبتدائية سيدي فتح الله 2 جبل الجلود - حي الفتح,36.765087,10.204453
1081,1,Tunis 1,1009,Sidi El Béchir,E.P. R. KARABAKA MONFLEURI -FARHATHACHED,م إبتدائية نهج كرباكة مونفلوري - فرحات حشاد,36.783645,10.175293
1082,1,Tunis 1,1009,Sidi El Béchir,E.P.RUE DU SAHEL  -FARHAT HACHED,م إبتدائية نهج الساحل - فرحات حشاد,36.782731,10.17423
1083,1,Tunis 1,1009,Sidi El Béchir,E.P.RUE ALI DOUAGI MONTFLEURI -A. CHEBBI,م إبتدائية نهج علي الدوعاجي مونفلوري - أبو القاسم الشابي,36.78437917,10.17692368
1084,1,Tunis 1,1009,Sidi El Béchir,E.P.APP.RUE DES SAVANTS ABOUKACEM CHEBBI,م إبتدائية التطبيقية نهج العلماء - أبو القاسم الشابي,36.789672,10.172931
1085,1,Tunis 1,1009,Sidi El Béchir,E.P.CITE HILAL 1 SAIDA MANOUBIA,م إبتدائية حي هلال 1 - السيدة المنوبية,36.782062,10.168417
1086,1,Tunis 1,1009,Sidi El Béchir,E.P.CITE HILAL 2,م إبتدائية حي هلال 2 - السيدة المنوبية,36.778387,10.169824
1087,1,Tunis 1,1010,Sidi Hassine,E.P.BORJ CHAKIR,م إبتدائية برج شاكير,36.76433717,10.07670802
1088,1,Tunis 1,1010,Sidi Hassine,E.P.SIDI HASSINE 1,م إبتدائية سيدي حسين 1,36.768604,10.114181
1089,1,Tunis 1,1010,Sidi Hassine,E.P.SIDI HASSINE 2,م إبتدائية سيدي حسين 2,36.77240468,10.11304194
1090,1,Tunis 1,1010,Sidi Hassine,E.P.SIDI HASSINE 3,م إبتدائية سيدي حسين 3,36.767029,10.11168
1091,1,Tunis 1,1010,Sidi Hassine,E.P.ECHEBI CITE MRAD El Jaiara,م إبتدائية الشابي حي مراد - الجيارة,36.768448,10.099733
1092,1,Tunis 1,1010,Sidi Hassine,E.P.CITE BOUGATFA -JAYARA,م إبتدائية حي بوقطفة - الجيارة,36.776747,10.10521
1093,1,Tunis 1,1010,Sidi Hassine,E.P.EL JAYARA 1,م إبتدائية الجيارة 1,36.768173,10.093439
1094,1,Tunis 1,1010,Sidi Hassine,E.P.EL JAYARA 2,م إبتدائية الجيارة 2,36.767754,10.088395
1095,1,Tunis 1,1010,Sidi Hassine,E.P.ATTAR,م إبتدائية العطار,36.732479,10.068868
1096,1,Tunis 1,1010,Sidi Hassine,E.P.EL FATH,م إبتدائية حي الفتح سيدي حسين - العطار,36.761596,10.112074
1097,1,Tunis 1,1010,Sidi Hassine,E.P.SEJOUMI -20 MARS,م إبتدائية السيجومي - 20مارس,36.754737,10.117184
1098,1,Tunis 1,1010,Sidi Hassine,E.P.CITE 20 MARS SIJOUMI,م إبتدائية حي 20 مارس السيجومي,36.75273262,10.11072482
1099,1,Tunis 1,1010,Sidi Hassine,E.P.BIRINE,م إبتدائية بيرين,36.717791,10.107401
1100,1,Tunis 1,1010,Sidi Hassine,E.P.MGHIRA ENZEL,م إبتدائية مغيره انزال,36.71110604,10.13410167
1101,1,Tunis 1,1010,Sidi Hassine,E.P.ABDALLAH ELMAYOU MGHIRA,م إبتدائية سيدي عبد الله المعيو - مغيره انزال,36.730821,10.123266
1102,1,Tunis 1,1010,Sidi Hassine,E.P.SIDI HASSINE 4 -MGHIRA ENZEL,م إبتدائية سيدي حسين 4 - مغيره انزال,36.744448,10.119402
1103,1,Tunis 1,1010,Sidi Hassine,E.P.CITE EL MONGI SLIM MGHIRA ENZEL,م إبتدائية  حي المنجي سليم المغيرة إنزال,36.7102938,10.14280051
1104,1,Tunis 1,1010,Sidi Hassine,E.P.OMAR EL MOKHTAR -25 JUILLET,م إبتدائية  عمر المختار - 25جويلية,36.731851,10.127258
1105,2,Tunis 2,1011,Ettahrir,E.P.ETTAHRIR 1 -ETTAHRIR 1,م إبتدائية التحرير 1 - التحرير الأول,36.823941,10.126603
1106,2,Tunis 2,1011,Ettahrir,E.P.CITE ETTAHRIR 2 -ETTAHRIR 1,م إبتدائية حي التحرير 2 - التحرير الأول,36.824321,10.125575
1107,2,Tunis 2,1011,Ettahrir,E.P.CITE ETTAHRIR 3 -ETTAHRIR 3,م إبتدائية حي التحرير 3 - التحرير الثالث,36.827795,10.127022
1108,2,Tunis 2,1011,Ettahrir,E.P.ETTAHRIR SUPERIEUR,م إبتدائية التحرير العلوي,36.835476,10.120726
1109,2,Tunis 2,1012,El Omrane,E.P.16 RUE BICHARA EL KHOURI -OMRANE,م إبتدائية  16نهج بشارة الخوري - العمران,36.814544,10.165967
1110,2,Tunis 2,1012,El Omrane,E.P.RUE POLOGNE -OMRANE,م إبتدائية نهج بولونيا - العمران,36.810963,10.155486
1111,2,Tunis 2,1012,El Omrane,E.P.BIR KRAM JBEL LAHMER -C.DES OLIVIERS,م إبتدائية  بئر الكرم جبل الأحمر - حي الزياتين,36.818221,10.158872
1112,2,Tunis 2,1012,El Omrane,E.P.CITE DES OLIVIERS 1,م إبتدائية جبل الأحمر حي الزياتين 1 - حي الزياتين,36.819811,10.158435
1113,2,Tunis 2,1012,El Omrane,E.P.CITE DES OLIVIERS 2,م إبتدائية حي الزياتين 2 - حي الزياتين,36.819719,10.158287
1114,2,Tunis 2,1012,El Omrane,E.P.RAS ETTABIA RUE DE FESS,م إبتدائية رأس الطابية نهج فاس,36.820129,10.142721
1115,2,Tunis 2,1012,El Omrane,E.P.CITE ERROMANA -RASS TABIA,م إبتدائية حي الرمانة - رأس الطابية,36.822771,10.144809
1116,2,Tunis 2,1012,El Omrane,E.P.BIR ATIG -JBEL LAHMER,م إبتدائية  بئر عتيق جبل الأحمر,36.819647,10.155509
1117,2,Tunis 2,1012,El Omrane,E.P.EL FAOUEZ OMRANE -OUED SEBII,م إبتدائية الفوز العمران - وادي السبعي,36.822005,10.164232
1118,2,Tunis 2,1012,El Omrane,E.P.2 MARS 34 EL OMRANE,م إبتدائية  2مارس 34 العمران - وادي السبعي,36.820435,10.164763
1119,2,Tunis 2,1013,El Omrane supérieur,E.P.CITE IBN KHALDOUN 2 -ROMANA,م إبتدائية حي ابن خلدون 2 - الرمانة,36.823595,10.138052
1120,2,Tunis 2,1013,El Omrane supérieur,E.P.CITE IBN KHALDOUN 3,م إبتدائية حي ابن خلدون 3 - الرمانة,36.830634,10.140082
1121,2,Tunis 2,1013,El Omrane supérieur,E.P.CITE IBN KHALDOUN 6 -IBN KHALDOUN6,م إبتدائية ابن خلدون 6 - حي ابن خلدون السادس,36.835616,10.129406
1122,2,Tunis 2,1013,El Omrane supérieur,E.P.CITE EL INTILAKA 3 -CITE EL INTILAKA,م إبتدائية حي الانطلاقة 3 - حي الإنطلاقة,36.8411,10.126966
1123,2,Tunis 2,1013,El Omrane supérieur,E.P.CITE  INTILAKA 1 -CITE EL INTILAKA,م إبتدائية حي الانطلاقة 1 - حي الإنطلاقة,36.839934,10.11963
1124,2,Tunis 2,1013,El Omrane supérieur,E.P.IBN ARAFA,م إبتدائية الامام بن عرفة - العمران الأعلى,36.837493,10.131752
1125,2,Tunis 2,1013,El Omrane supérieur,E.P.ECHEBBI - OMRAN SUP,م إبتدائية الشابي - العمران الاعلى,36.840324,10.130297
1126,2,Tunis 2,1013,El Omrane supérieur,E.P.EL INTILAKA 2 -NESSIM,م إبتدائية الانطلاقة 2 - النسيم,36.837394,10.118817
1127,2,Tunis 2,1013,El Omrane supérieur,E.P.CITE IBN KHALDOUN 5 -SEDDIK,م إبتدائية ابن خلدون 5 - الصديق,36.832417,10.129491
1128,2,Tunis 2,1014,Le Kram,E.P.RUE BOUCHOUCHA KRAM KRAM EST,م إبتدائية نهج بوشوشة الكرم - الكرم الشرقي,36.831541,10.317284
1129,2,Tunis 2,1014,Le Kram,E.P.AVENUE BOURGUIBA KRAM,م إبتدائية شارع بورقيبة الكرم - الكرم الشرقي,36.832481,10.315827
1130,2,Tunis 2,1014,Le Kram,E.P.2 R.FARHAT HACHED salambou -RIADH,م إبتدائية نهج فرحات حشاد صلامبو - الرياض,36.839035,10.308839
1131,2,Tunis 2,1014,Le Kram,E.P.1 RUE 5 DECEMBRE SALAMBOU -RIADH,م إبتدائية 1نهج 5ديسمبر صلامبو - الرياض,36.838976,10.307466
1132,2,Tunis 2,1014,Le Kram,E.P.C BAHIRA AIN ZAGHOU,م إبتدائية شط البحيرة عين زغوان - البحيرة,36.855839,10.281636
1133,2,Tunis 2,1014,Le Kram,E.P.M.SLIM AIN ZAGHOUAN S.CH.,م إبتدائية المنجي سليم عين زغوان - سيدي فرج,36.877947,10.267505
1134,2,Tunis 2,1014,Le Kram,E.P.SIDI AMOR KRAM OUEST,م إبتدائية سيدي عمر الكرم الغربي,36.844066,10.305681
1135,2,Tunis 2,1014,Le Kram,E.P.RUE DE LIBYE SALAMBO -BIR HILOU,م إبتدائية نهج ليبيا صلامبو - بير الحلو,36.843364,10.31511
1136,2,Tunis 2,1015,La Marsa,E.P.RUE DES ROSES MARSA,م إبتدائية نهج الورد المرسى - المرسى المدينة,36.886307,10.325267
1137,2,Tunis 2,1015,La Marsa,E.P.AVENUE BOURGUIBA MARSA -MARSA VILLE,م إبتدائية شارع بورقيبة المرسى - المرسى المدينة,36.881794,10.326371
1138,2,Tunis 2,1015,La Marsa,E.P.AV. T. M'HIRI MARSA  -MARSA VILLE,م إبتدائية المرسى شارع الطيب المهيري - المرسى المدينة,36.880702,10.327344
1139,2,Tunis 2,1015,La Marsa,COLLEGE  FADHEL BEN ACHOUR MARSA VILLE,م.إعدادية الفاضل بن عاشور المرسى - المرسى المدينة,36.87974,10.325749
1140,2,Tunis 2,1015,La Marsa,Collége Taieb Mhiri la Marsa,م.إعدادية الطيب المهيري بالمرسى - المرسى المدينة,36.88187,10.326429
1141,2,Tunis 2,1015,La Marsa,E.P.RUE MOHAMED ALI  - LES JARDINS,م إبتدائية نهج محمد علي الطابق - الحدائق,36.878011,10.311535
1142,2,Tunis 2,1015,La Marsa,E.P.CITE RIADH EL MARSA,م إبتدائية حي الرياض المرسى,36.88437,10.312411
1143,2,Tunis 2,1015,La Marsa,COLLEGE  CITE RIADH LA MARSA,م.إعدادية حي الرياض المرسى,36.888782,10.314819
1144,2,Tunis 2,1015,La Marsa,E.P.Farhat Hached -RMILA,م إبتدائية فرحات حشادالمرسى - الرميلة,36.89012,10.309257
1145,2,Tunis 2,1015,La Marsa,E.P.CITE NOUVELLE MARSA -RMILA,م إبتدائية الحي الجديد المرسى - الرميلة,36.886663,10.304983
1146,2,Tunis 2,1015,La Marsa,E.P.GAMMARTH,م إبتدائية قمرت,36.905363,10.300057
1147,2,Tunis 2,1015,La Marsa,E.P. 14 JANVIER HARROUCHE  GAMARTH,م إبتدائية   14 جانفي بالحروش - قمرت,36.90905,10.290909
1148,2,Tunis 2,1015,La Marsa,E.P.SIDI DAOUD,م إبتدائية سيدي داود,36.864863,10.302975
1149,2,Tunis 2,1015,La Marsa,COLLEGE  SIDI DAOUD,م.إعدادية سيدي داود,36.86192,10.312324
1150,2,Tunis 2,1015,La Marsa,E.P.BAHER LAZREG MARSA,م إبتدائية البحر الأزرق المرسى,36.875392,10.290996
1151,2,Tunis 2,1016,El Menzah,E.P.PLA. MENDES FR MUTUELLEVILLE -1 JUIN,م إبتدائية ساحة منداس فرانس ميتيال فيل - غرة جوان,36.832601,10.172066
1152,2,Tunis 2,1016,El Menzah,COLLEGE  LE BEAU SITE MENZEH -1 JUIN,م.إعدادية الموقع الجميل المنزه - غرة جوان,36.834212,10.165367
1153,2,Tunis 2,1016,El Menzah,E.P.RUE HEDI KHEFACHA MENZAH,م إبتدائية الهادي خفشة المنزه,36.83732,10.178
1154,2,Tunis 2,1016,El Menzah,COLLEGE  RUE PLOMB -MENZEH,م.إعدادية نهج الرصاص المنزه,36.836893,10.179383
1155,2,Tunis 2,1016,El Menzah,E.P.CITE EL MANAR 2 -MANAR,م إبتدائية حي المنار 2 - المنار,36.836155,10.156661
1156,2,Tunis 2,1016,El Menzah,E.P.MENZEH 9 -MANAR,م إبتدائية المنزه التاسع - المنار,36.84722,10.155582
1157,2,Tunis 2,1016,El Menzah,COLLEGE  MANAR 2 MANAR,م.إعدادية المنار 2 - المنار,36.838991,10.15546
1158,2,Tunis 2,1016,El Menzah,E.P.MANAR 1 -MANAR 1,م إبتدائية المنار 1 - المنار(1),36.833811,10.152735
1159,2,Tunis 2,1016,El Menzah,COLLEGE  MANAR 1,م.إعدادية المنار 1,36.835445,10.1471
1160,2,Tunis 2,1017,Le Bardo,E.P.AVENUE BOURGUIBA BARDO,م إبتدائية شارع الحبيب بورقيبة باردو,36.808597,10.137898
1161,2,Tunis 2,1017,Le Bardo,E.P.CITE RIADH -BARDO,م إبتدائية حي الرياض - باردو,36.81446,10.1318
1162,2,Tunis 2,1017,Le Bardo,C. cité Fattouma Bourguiba Bardo,م.إعدادية حي فطومة بورقيبة بـاردو,36.814043,10.134374
1163,2,Tunis 2,1017,Le Bardo,E.P.RUE HEDI CHAKER -BARDO SUD,م إبتدائية نهج الهادي شاكر - باردو الجنوبي,36.801176,10.135385
1164,2,Tunis 2,1017,Le Bardo,E.P.RUE TAZARKA BARDO -BOUCHOUCHA,م إبتدائية نهج تازركة باردو - بوشوشة,36.810392,10.141242
1165,2,Tunis 2,1017,Le Bardo,E.P.R.DES ORANGERS -BOUCHOUCHA,م إبتدائية نهج البرتقال - بوشوشة,36.81039,10.14608
1166,2,Tunis 2,1017,Le Bardo,E.P.RUE ESSANAOUBAR -LA BONNE RESIDENCE,م إبتدائية الصنوبر - الإقامة الطيبة,36.807919,10.146844
1167,2,Tunis 2,1017,Le Bardo,E.P.RUE MEDENINE N.21 BARDO KHAZNADAR,م إبتدائية نهج مدنين عدد 21 باردو - خزندار,36.807712,10.129226
1168,2,Tunis 2,1017,Le Bardo,E.P.ESSAIDIA PAR ENNAKHIL -KHAZNADAR,م إبتدائية السعيدية عن النخيل - خزندار,36.802728,10.126679
1169,2,Tunis 2,1017,Le Bardo,E.P.KSAR SAID 1,م إبتدائية قصر السعيد 1 - قصر السعيد,36.816627,10.121301
1170,2,Tunis 2,1017,Le Bardo,E.P.2 MARS 34 KSAR SAID 2,م إبتدائية  2مارس 34 قصر السعيد 2,36.821426,10.122217
1171,2,Tunis 2,1017,Le Bardo,E.P.KSAR SAID 3 BARDO  KSAR SAID 2,م إبتدائية قصر السعيد 3 باردو -  قصر السعيد الثاني,36.824353,10.118075
1172,2,Tunis 2,1017,Le Bardo,E.P.CITE DES OFFICIERS SAADA,م إبتدائية حي ضباط الصف - السعادة,36.799692,10.122916
1173,2,Tunis 2,1017,Le Bardo,E.P.IBN SINA  BARDO,م إبتدائية ابن سينا باردو,36.829822,10.114952
1174,2,Tunis 2,1018,La Goulette,E.P.9 RUE 2 MARS LA GOULETTE,م إبتدائية  9نهج 2 مارس حلق الواد,36.817708,10.303804
1175,2,Tunis 2,1018,La Goulette,E.P.KHEIREDDINE RUE ABOU TEMMAM,م إبتدائية خير الدين نهج أبو تمام,36.827204,10.311495
1176,2,Tunis 2,1018,La Goulette,E.P.AOUINA RTE SOUKRA -T. MHIRI AOUINA,م إبتدائية العوينة طريق سكرة - الطيب المهيري العوينة,36.851601,10.258233
1177,2,Tunis 2,1018,La Goulette,E.P.AOUINA CITE MHIRI,م إبتدائية العوينة حي الطيب المهيري,36.850733,10.264224
1178,2,Tunis 2,1018,La Goulette,E.P.CITE DES IMMEUBLES,م إبتدائية حي العمارات العوينة - الطيب المهيري العوينة,36.85235,10.259549
1179,2,Tunis 2,1018,La Goulette,Collège Aouina,معهد العوينة - الطيب المهيري العوينة,36.857375,10.250729
1180,2,Tunis 2,1019,Cité El Khadra,E.P.RUE CLAUDE BERNARD CITE LES JARDINS,م إبتدائية نهج كلود برنار - حي الحدائق,36.823159,10.181818
