pres,leg,plus70,61_70,51_60,41_50,31_40,22_30,18_21,men,women,center,deleg,circ
82.03,85.4,7.28,10.2,17.67,19.73,19.05,18.13,7.93,51.92,48.08,م إبتدائية السعيدية عن النخيل - خزندار,خزندار,Tunis2
70.65,75.38,7.61,11.22,20.51,19.55,18.53,18.32,4.27,49.11,50.89,م إبتدائية قصر السعيد 1 - قصر السعيد,قصر السعيد,Tunis2
72.85,76.57,7.11,12.67,18.31,17.26,22.26,18.52,3.87,48,52,م إبتدائية 2مارس 34 قصر السعيد 2 , قصر السعيد الثاني,Tunis2
71.19,75.35,8.65,13.38,17.74,18.59,20.84,17.78,3.03,49.02,50.98,م إبتدائية قصر السعيد 3 باردو - قصر السعيد الثاني, قصر السعيد الثاني,Tunis2
72.2,74.94,8.94,11.51,17.56,20.75,20.75,16.77,3.71,47.05,52.95,م إبتدائية حي ضباط الصف - السعادة,السعادة,Tunis2
70.05,75.14,3.35,13.96,20.02,16.45,20.24,22.19,3.79,48.11,51.89,م إبتدائية ابن سينا باردو,إبن سيناء,Tunis2
77.62,81.36,8.31,12.95,19.89,19.63,18.78,16.04,4.4,49.87,50.13,م إبتدائية 9نهج 2 مارس حلق الواد ,حلق الوادي,Tunis2
77.13,81.06,7.66,11.69,18.82,22.17,19.77,16.22,3.68,48.11,51.89,م إبتدائية خير الدين نهج أبو تمام,خير الدين,Tunis2
82.82,86.46,2.73,8.27,15.94,22.51,27.1,17.8,5.65,48.47,51.53,م إبتدائية العوينة طريق سكرة - الطيب المهيري العوينة,الطيب المهيري,Tunis2
77.29,80.75,6.19,10.2,17.43,18.76,23.51,19.23,4.69,53.7,46.3,م إبتدائية العوينة حي الطيب المهيري,الطيب المهيري,Tunis2
69.19,73.07,2.63,6.59,16.3,23.23,25.52,21.13,4.59,47.23,52.77,م إبتدائية حي العمارات العوينة - الطيب المهيري العوينة,الطيب المهيري,Tunis2
73.59,79.06,1.99,5.65,12.79,18.77,29.57,23.51,7.72,47.76,52.24,معهد العوينة - الطيب المهيري العوينة,الطيب المهيري,Tunis2
72.07,74.74,8.48,9.55,16.81,19.34,22.34,19.68,3.81,48.77,51.23,م إبتدائية نهج كلود برنار - حي الحدائق,حي الحدائق,Tunis2
77.19,79.81,4.2,11.55,15.08,16.68,25.57,21.91,5.02,49.2,50.8,م إبتدائية الحي الاولمبي المنجي سليم - علي البلهوان,علي البلهوان,Tunis2
76.78,77.87,9.72,11.61,19.41,19.61,19.63,16.53,3.49,50.47,49.53,م إبتدائية محمود بن شبعان 14 / 1 - علي البلهوان,علي البلهوان,Tunis2
69.09,70.65,6.5,9.69,15.76,20.3,25.75,19.45,2.55,48.61,51.39,م إبتدائية 2مارس 34 حي الخضراء 6 - فرحات حشاد,فرحات حشاد,Tunis2
84.56,86.52,3.33,7.66,17.21,21.83,26.16,19.1,4.71,48.09,51.91,م إبتدائية ضفاف البحيرة ,البحيرة,Tunis2
77.46,80.71,6.33,10.02,17.89,19.55,19,21.32,5.9,49.81,50.19,م إبتدائية نهج2مارس سيدي بوسعيد6 - سيدي أبي سعيد,سيدي بوسعيد,Tunis2
78.98,81.26,7.82,12.18,19.53,20.71,17.65,17.41,4.71,44.86,55.14,م إبتدائية نهج ابن خلدون أميلكار,أميلكار,Tunis2
78.58,82.88,7.42,11.28,20.48,18.22,16.01,20.87,5.73,47.06,52.94,م إبتدائية عقبة بن نافع قرطاج بيرصة,قرطاج بيرصا,Tunis2
80.01,81.73,7.62,10.78,19.09,17.51,20.39,18.54,6.08,47.96,52.04,م إبتدائية 2 نهج تانيت قرطاج - بيرسا,قرطاج بيرصا,Tunis2
80.13,83.69,7.59,11.12,17.88,19.95,19.03,18.77,5.65,46.46,53.54,م إبتدائية صلامبو نهج بلوتارك - قرطاج الشاطئ,قرطاج الشاطىء,Tunis2
67.72,70.73,6.44,10.1,18.73,21.38,20.73,18.63,3.99,47.08,52.92,م إبتدائية قرطاج الياسمينة ,الياسمينة,Tunis2
71.49,75.71,8.1,11.66,18.93,21.33,21.84,15.69,2.45,49.01,50.99,م إبتدائية حي محمد علي قرطاج ,حي محمد علي,Tunis2
77.33,80.29,8.51,9.78,19.1,19.43,20.89,17.51,4.79,50.44,49.56,م إبتدائية شارع الحرية أريانة الجديدة ,اريانة الجديدة ,Ariana
83.16,86.74,3.32,9.69,16.59,20.29,26.51,18.2,5.41,48,52,م إبتدائية رياض الأندلس - أريانة العليا ,أريانة العليا ,Ariana
72.51,75.73,7.32,11.55,19.43,17.8,22.32,17.93,3.65,49.9,50.1,م إبتدائية طريق بنزرت أريانة - أريانة العليا ,أريانة العليا ,Ariana
78.26,80.91,8.11,12.46,15.6,18.47,24.81,16.64,3.91,49.93,50.07,م إبتدائية أريانة العليا ,أريانة العليا ,Ariana
68.92,72.52,4.73,8.33,18.92,26.13,23.42,15.09,3.38,57.88,42.12,م إبتدائية برج التركي - اريانة العليا,أريانة العليا ,Ariana
73.85,76.63,5.82,9.2,17.31,19.95,23.55,20.34,3.84,54.63,45.37,م إبتدائية سيدي الجبالي - اريانة المدينة ,اريانة المدينة ,Ariana
73.8,77.25,5.82,8.95,15.92,17.98,22.65,23.87,4.82,52.32,47.68,م إبتدائية الحبيب ثامر - اريانة المدينة ,اريانة المدينة ,Ariana
69.98,71.73,3.78,6.47,12.13,14.14,27.44,30.09,5.95,53.09,46.91,م إبتدائية المدرسة الدوليـة - اريانة المدينة ,اريانة المدينة ,Ariana
76.55,79.08,3.79,9.58,16.8,18.73,23.38,22.02,5.7,53.79,46.21,م إبتدائية فرحات حشاد أريانة - اريانة المدينة ,اريانة المدينة ,Ariana
87.31,90.17,14.77,12.49,14.06,22.52,20.24,12.42,3.5,47.63,52.37,م إبتدائية المنزه الخامس 1شارع افريقيا ,المنزه الخامس,Ariana
81.52,84.49,6.82,9.42,13.86,21.58,22.99,19.36,5.97,46.04,53.96,م.إعدادية المنزه الخامس,المنزه الخامس,Ariana
86.25,88.8,11.01,14.03,16.28,17.22,21.52,14.87,5.07,47.26,52.74,م إبتدائية نهج بلال المنزه السادس ,المنزه السادس,Ariana
76.36,79.44,5.18,9.66,14.12,17.97,24.16,22.89,6.04,44.22,55.78,م.إعدادية المنزه السادس,المنزه السادس,Ariana
75.61,78.28,7.92,11.22,14.56,18.71,26.44,17.72,3.44,52.31,47.69,م إبتدائية حي النور أريانة - التعمير,التعمير,Ariana
75.58,80.35,6.37,9,14.44,21.13,24.81,20.2,4.06,47.91,52.09,م إبتدائية حي التعمير 1 أريانة,التعمير,Ariana
78.51,80.47,7.64,11.37,15.67,20.24,24.51,16.74,3.84,47.91,52.09,م إبتدائية حي الفردوس أريانة - التعمير,التعمير,Ariana
83.22,86.09,5.55,11.76,17.16,17.03,22.26,21.05,5.2,45.38,54.62,م إبتدائية المنزه السابع أريانة - النصر 1,النصر 1,Ariana
80.12,82.03,6.28,15.13,17.9,16.56,22.95,19.88,1.3,46.48,53.52,م إبتدائية المنزه الثامن - النصر 1,النصر 1,Ariana
87.97,90.41,3.68,13.17,20.74,18.93,21.05,17.21,5.22,48.54,51.46,م إبتدائية رياض النصر2,النصر 2,Ariana
87.17,89.96,4.43,14.05,19.37,16.39,20.8,19.39,5.58,48.53,51.47,م إبتدائية رياض النصر1 أريانة - النصر 2,النصر 2,Ariana
80.21,83.93,2.79,9.53,17.73,18.43,24.47,21.67,5.38,46.11,53.89,م.إعدادية رياض النصــــــر أريانـة - النصر 2,النصر 2,Ariana
79.86,83.73,1.87,9.25,15.3,15.21,24.9,24.22,9.25,46.18,53.82,معهد حي النصر - النصر 2,النصر 2,Ariana
55.68,58.89,3.48,8.33,18.94,26.83,22.51,16.48,3.44,56.69,43.31,م إبتدائية المنيهلة ,المنيهلة ,Ariana
63.01,67.49,2.95,7.53,17.98,22.82,21.36,20.76,6.59,55.19,44.81,م إبتدائية حي النصر 1 عن المنيهلة ,المنيهلة ,Ariana
68.05,70.61,4.36,10.96,18.39,19.39,24.46,18.96,3.5,51.18,48.82,م إبتدائية حي النصر 2 عن المنيهلة,المنيهلة ,Ariana
64.76,66.68,4.29,9.31,21.61,20.91,19.52,19.97,4.39,50.94,49.06,م إبتدائية ابن سينا المنيهلة ,المنيهلة ,Ariana
54.88,57.16,3.99,8.52,20.69,22.44,21.39,20.63,2.34,50.92,49.08,م إبتدائية الجمهورية 2 المنيهلة,المنيهلة ,Ariana
60.15,63.21,5.05,10.32,20.55,19.89,21.37,18.91,3.91,54.76,45.24,م إبتدائية جمهورية 1 - المنيهلة,المنيهلة ,Ariana
68.54,74.78,3.06,6.5,19.36,25.73,21.91,18.85,4.59,45.61,54.39,م إبتدائية النصر 3 المنيهلة,المنيهلة ,Ariana
80.62,79.69,4,6.46,17.54,27.39,24,16.92,3.69,60.31,39.69,م إبتدائية حدائق المنيهلة,المنيهلة ,Ariana
64.58,67.84,2.9,6.53,17.23,21.58,26.2,20.13,5.44,56.07,43.93,م إبتدائية الرفاهة - المنيهلة,المنيهلة ,Ariana
62.3,66.9,4.74,7.74,16.88,24.2,23.71,18.34,4.39,57.98,42.02,م إبتدائية الصنهاجي عن المنيهلة - الرفاهة,الرفاهة,Ariana
58.51,62.31,4.2,8.25,19.53,20.46,21.63,21.58,4.35,55.05,44.95,م إبتدائية واد الرومي 1 - البساتين,البساتين,Ariana
59.28,62.6,4.28,8.23,22.33,22.43,20.41,18.22,4.11,53.28,46.72,م إبتدائية واد الرومي 2 البساتين,البساتين,Ariana
52.5,55.56,3.57,6.52,17.84,25.48,21.1,17.53,7.95,49.34,50.66,م إبتدائية واد الرومي3 - البساتين,البساتين,Ariana
60.02,60.24,5.18,7.27,19.46,24.32,22.07,18.33,3.37,53.61,46.39,م إبتدائية البساتين ,البساتين,Ariana
57.54,58.9,7.06,11.31,16.62,20.77,22.83,18.18,3.24,51.12,48.88,م إبتدائية حي التضامن 1,حي التضامن,Ariana
49.94,52.5,5.29,9.71,15.41,18.49,24.13,24.19,2.79,44.36,55.64,م إبتدائية حي التضامن 1 مكرر,حي التضامن,Ariana
60.03,63.05,7.66,10.74,18.47,18.38,22.78,19.33,2.65,50.68,49.32,م إبتدائية طارق ابن زياد التضامن5 - حي التضامن,حي التضامن,Ariana
46.95,50.89,3.62,9.03,17.49,19.65,23.88,22.52,3.81,45.77,54.23,م إبتدائية حي التضامن 4 مكرر,حي التضامن,Ariana
61.74,64.74,6.09,11.86,17.65,19.12,23.13,18.28,3.86,51.79,48.21,م إبتدائية التضامن3 - 9 افريل,9أفريل,Ariana
59.87,62.02,7.8,12.7,19.32,19.68,20.45,16.96,3.1,52.38,47.62,م إبتدائية حي التضامن 2 - 18 جانفي,18جانفي,Ariana
63.6,65.46,7.34,13.48,19.3,19.7,22.01,14.78,3.38,54.69,45.31,م إبتدائية حي التضامن 2 مارس 34 - 18 جانفي,18جانفي,Ariana
54.02,55.74,3.25,10.01,17.17,20.76,25.08,20.52,3.22,51.66,48.34,م إبتدائية 18جانفي 52 حي التضامن - 18 جانفي,18جانفي,Ariana
53.83,54.05,4.63,10.17,19.13,18.42,22.38,22.13,3.17,53.29,46.71,م إبتدائية 14 جانفي حي التضامن - 2 مارس,2مارس,Ariana
60.16,60.79,3.85,6.72,15.32,21.95,20.16,25,6.99,51.84,48.16,م إبتدائية نهج الطيب المهيري حي التضامن - 2 مارس,2مارس,Ariana
57.42,61.24,6.81,11,21.45,17.81,21.85,18.61,2.48,53.28,46.72,م إبتدائية حي التضامن 4 - 14 جانفي,14 جانفي حي التضامن,Ariana
68.16,71.24,3.47,8.07,17.57,23.73,24.62,18.66,3.87,56.68,43.32,م إبتدائية جعفر 1 - جعفر,جعفر,Ariana
61.98,66.13,2.87,7.33,18.52,23.48,23.73,19.38,4.68,54.5,45.5,م إبتدائية جعفر 2 - جعفر,جعفر,Ariana
82.6,84.84,5.58,13.78,18,19.28,19.53,17.88,5.95,55.34,44.66,م إبتدائية الإمام سحنون حي الغزالة ,الغزالة ,Ariana
82.66,86.48,4.81,13.1,16.12,17.95,23.79,18.52,5.71,52.11,47.89,م إبتدائية أبو القاسم الشابي حي الغزالة,الغزالة ,Ariana
77.77,81.56,3.26,10.48,19,17.98,24.32,21.02,3.93,51.99,48.01,م إبتدائية الفرابي حي الغزالة ,الغزالة ,Ariana
72.85,75.69,2.55,8.16,17.59,20.19,25.75,21.62,4.13,48.4,51.6,م.إعدادية حي الغزالة بأريانة,الغزالة ,Ariana
70.29,74.59,2.37,6.99,14.72,17.95,24.43,25.18,8.37,48.15,51.85,معهد الوفاء طريق روّاد أريانة - الغزالة,الغزالة ,Ariana
63.7,66.52,4.37,8.6,21.87,24.89,17.95,19.46,2.87,56.48,43.52,م إبتدائية جعفر الشمالية - روّاد,روّاد,Ariana
65,70.09,3.23,8.43,16.6,23.83,23.42,19.58,4.92,56.88,43.12,م إبتدائية رواد أريانة ,روّاد,Ariana
66.51,72.31,3.24,7.17,17.15,25.25,24.53,18.33,4.33,55.07,44.93,م إبتدائية حــي اليمامة - روّاد,روّاد,Ariana
62.74,68.69,5.38,10.88,19.14,22.15,21.45,16.45,4.55,57.17,42.83,م إبتدائية برج الطويل ,برج الطويل,Ariana
66.46,71.82,4.09,8.74,16.49,22.42,23.87,19.08,5.31,55.57,44.43,م إبتدائية حي شاكر قلعة الأندلس - برج الطويل,برج الطويل,Ariana
78.81,82.69,4.44,9.56,16.29,21.67,24.48,18.61,4.95,49.85,50.15,م إبتدائية سكرة البريد,سكرة,Ariana
72.79,76.16,5.07,9.76,16.95,22.27,22.3,18.9,4.75,53.93,46.07,م إبتدائية سيدي فرج سكرة ,سكرة,Ariana
70.52,72.37,3.92,8.87,16.71,19.92,24.16,22.07,4.36,49.66,50.34,م إبتدائية سيدي سفيان - سكرة,سكرة,Ariana
70,73.19,5.04,12.16,18.16,19.42,23.65,18.16,3.41,52.15,47.85,م إبتدائية الزوادية - سكرة,سكرة,Ariana
63.71,66.5,3.83,7.37,15.88,20.9,25.71,22.02,4.29,51.1,48.9,م إبتدائية دار الفاضل 1,دار فضال,Ariana
68.31,71.23,4.06,9.41,19.13,22.14,23.25,17.78,4.24,51.22,48.78,م إبتدائية دار فضـال 2,دار فضال,Ariana
71.2,74.43,5.36,9.98,16.09,20.8,25.63,18.44,3.7,48.2,51.8,م إبتدائية حي ساحلي طريق سكرة - البساتين,البساتين,Ariana
67.04,72.14,4.83,8.6,17.24,22.4,22.84,19.37,4.72,56.83,43.17,م إبتدائية شطرانة ,شطرانة,Ariana
76.02,79.54,2.77,7.02,15.08,21.56,28.17,20.33,5.07,51.41,48.59,م إبتدائية حي الهادي نويرة - برج الوزير,برج الوزير,Ariana
81.25,83.43,6.79,12.41,17.09,19.37,22.84,16.64,4.86,55.57,44.43,م إبتدائية برج الوزير حي التعمير5 - برج الوزير,برج الوزير,Ariana
67.66,71.21,3.5,7.24,15.54,21.51,27.01,21.54,3.66,52.93,47.07,م إبتدائية حي الصحة برج الوزير ,برج الوزير,Ariana
75.13,77.53,1.77,5.52,13.49,29.01,30.02,16.65,3.54,50.8,49.2,م إبتدائية باهي الأدغم - برج الوزير,برج الوزير,Ariana
62.39,66.56,2.7,5.2,12.92,18.81,29.53,27.52,3.32,48,52,م.إعدادية برج الوزير,برج الوزير,Ariana
63.16,66.11,5.63,9.99,21.66,19.62,22.16,17.85,3.09,52.54,47.46,م إبتدائية النسيم ,النسيم,Ariana
61.23,65.31,4.84,11.08,20.19,23.38,19.49,17.52,3.5,53.66,46.34,م إبتدائية المنصورة - النسيم,النسيم,Ariana
68.09,74.19,2.24,8.33,17.07,21.55,26.22,16.67,7.93,44.31,55.69,م إبتدائية النخيلات - التعمير,التعمير الخامس,Ariana
68.1,71.48,6.25,9.37,17.5,20.88,21.36,19.51,5.13,55.74,44.26,م إبتدائية سيدي ثابت 1,سيدي ثابت,Ariana
68.95,73.16,8.04,8.04,18.45,25.03,20.03,16.47,3.95,58.95,41.05,م إبتدائية سيدي ثابت 2,سيدي ثابت,Ariana
64.51,70.28,8.15,8.35,18.49,24.65,19.38,16,4.97,56.36,43.64,م إبتدائية بجاوة 2 - بجاوة,بجاوة,Ariana
68.12,75.18,6.65,12.05,21.08,24.82,19.32,12.88,3.22,59.5,40.5,م إبتدائية المباركة 2 - المنجي سليم ,المنجي سليم,Ariana
70.16,75.44,6.95,9.21,18.61,20.18,21.06,19,5,50.78,49.22,م إبتدائية المباركة 1 - المنجي سليم,المنجي سليم,Ariana
66.07,72.23,6.7,8.76,18.88,22.71,22.3,15.87,4.79,59.37,40.63,م إبتدائية سبالة بن عمار,سبالة بن عمار,Ariana
64.53,73.29,6.68,9.93,20.58,18.23,22.38,17.96,4.24,59.84,40.16,م إبتدائية البكري سبالة بن عمار,سبالة بن عمار,Ariana
69.72,77.78,7.8,9.75,23.12,24.79,18.66,12.26,3.62,69.44,30.56,م إبتدائية الجباس - سبالة بن عمار,سبالة بن عمار,Ariana
64.54,68.69,3.53,6.09,15.71,26.92,24.04,16.35,7.37,63.58,36.42,م إبتدائية شرفش 24 سيدي ثابت - شرفش,شرفش,Ariana
68.47,75.04,4.9,9.74,15.5,18.33,22.31,22.94,6.28,54.12,45.88,م إبتدائية شارع بورقيبة قلعة الأندلس 1 - قلعة الاندلس الشرقية , قلعة الاندلس ,Ariana
65.8,68.06,5.41,9.51,16.93,20.22,19.02,22.27,6.65,55.76,44.24,م إبتدائية قلعة الأندلس 2 - قلعة الاندلس الشرقية , قلعة الاندلس ,Ariana
68.34,68.49,2.44,8.07,16.44,20.4,19.79,24.51,8.37,51.75,48.25,م إبتدائية قلعة الأندلس 3 - قلعة الاندلس الشرقية , قلعة الاندلس ,Ariana
65.37,69.95,7.46,8.86,17.25,22.53,21.21,17.56,5.13,54.19,45.81,م إبتدائية سيدي عيسى قلعة الأندلس4 - قلعة الأندلس الغربية, قلعة الاندلس الغربية ,Ariana
70.08,70.08,4.57,9.45,24.25,20,15.91,20.32,5.51,51.81,48.19,م إبتدائية المروج - قلعة الأندلس الغربية, قلعة الاندلس الغربية ,Ariana
65.95,70.77,7.49,9.49,16.07,25.48,22.98,14.99,3.5,60.53,39.47,م إبتدائية قنطرة بنزرت ,قنطرة بنزرت,Ariana
65.5,72.52,9.58,10.86,17.57,21.73,20.77,16.29,3.2,69.97,30.03,م إبتدائية برج يوسف - بوحنش,بوحنش,Ariana
64,68.94,5.65,7.29,15.06,24.47,24.71,17.88,4.94,66.59,33.41,م إبتدائية بوحنش ,بوحنش,Ariana
73.74,76.87,6.53,9.52,19.59,19.86,20.41,19.59,4.49,51.02,48.98,م إبتدائية النحلي ,النحلي,Ariana
66.98,73.99,8.64,11.51,17.54,21.65,20.41,16.99,3.25,56.2,43.8,م إبتدائية 2مارس البطان ,البطان,Manouba
71,76.76,8.28,10.39,17.18,19.82,22.34,17.11,4.89,44.04,55.96,م إبتدائية الهدى البطان,البطان,Manouba
60.32,63.32,9.7,11.46,18.34,22.05,21.69,13.58,3.18,56.61,43.39,م إبتدائية الزويتينة البطان ,البطان,Manouba
58.99,62.47,8.13,8.82,19.41,22.01,21.6,17.09,2.94,61.31,38.69,م إبتدائية برج التومي البطان - برج التومي,برج التومي,Manouba
58.7,67.39,7,9.9,16.43,21.02,23.19,19.57,2.9,57.73,42.27,م إبتدائية المحفورة البطان - المهرين,المهرين,Manouba
55.08,59.89,8.87,11.46,16.82,22.18,21.07,17.38,2.22,55.64,44.36,م إبتدائية المهرين البطان,المهرين,Manouba
58.48,65.26,7.33,10.18,16.01,23.2,21.57,17.23,4.48,54.27,45.73,م إبتدائية العروسية البطان,العروسية,Manouba
59.12,61.89,9.47,10.39,15.24,23.33,26.33,12.24,3,60.74,39.26,م إبتدائية طنقار البطان - العروسية,العروسية,Manouba
62.32,66.71,6.07,11.43,16.8,20.16,24.1,17.31,4.13,53.55,46.45,م إبتدائية الجديدة القديمة ,الجديدة,Manouba
59.12,65.72,6.77,5.04,13.7,25.98,23.15,20,5.35,50.94,49.06,م إبتدائية حي الاذاعة الجديدة - الجديدة القديمة,الجديدة,Manouba
62.99,67.03,6.25,9.73,18.32,21.52,21.8,18.61,3.76,53.23,46.77,م إبتدائية حي النجاة الجديدة - الجديدة القديمة,الجديدة,Manouba
61.21,65.58,5.32,7.98,20.86,22.56,18.95,18.47,5.86,51.12,48.88,م إبتدائية الفوز الجديدة - الجديدة القديمة,الجديدة,Manouba
